  Session log : spot_check_logs\log3.txt  (started 2026-06-01 13:43:47)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.85
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 13:44:36  MSTR    bid=$102.95
  [RAW TICK] 13:44:36  TSLA    bid=$251.34
  [RAW TICK] 13:44:36  AAPL    bid=$196.68
  [RAW TICK] 13:44:36  MSTR    bid=$102.78
  [RAW TICK] 13:44:36  MSTR    bid=$102.73
  [RAW TICK] 13:44:36  COIN    bid=$101.31
  [RAW TICK] 13:44:36  NVDA    bid=$878.27
  [RAW TICK] 13:44:36  AAPL    bid=$196.68
  [RAW TICK] 13:44:36  TSLA    bid=$252.3
  [RAW TICK] 13:44:36  COIN    bid=$101.21
  [RAW TICK] 13:44:36  COIN    bid=$101.06
  [RAW TICK] 13:44:36  NVDA    bid=$878.6
  [RAW TICK] 13:44:36  AAPL    bid=$196.6
  [RAW TICK] 13:44:36  AAPL    bid=$196.53
  [RAW TICK] 13:44:36  AAPL    bid=$197.95
  [RAW TICK] 13:44:36  COIN    bid=$101.19
  [RAW TICK] 13:44:36  COIN    bid=$101.1
  [RAW TICK] 13:44:36  TSLA    bid=$252.28
  [RAW TICK] 13:44:36  COIN    bid=$101.19
  [RAW TICK] 13:44:36  COIN    bid=$101.29
  [RAW TICK] 13:44:37  AAPL    bid=$197.84
  [RAW TICK] 13:44:37  AAPL    bid=$197.66
  [RAW TICK] 13:44:37  MSTR    bid=$102.83
  [RAW TICK] 13:44:37  TSLA    bid=$252.02
  [RAW TICK] 13:44:37  AAPL    bid=$197.57
  [RAW TICK] 13:44:37  TSLA    bid=$253.45
  [RAW TICK] 13:44:37  COIN    bid=$101.18
  [RAW TICK] 13:44:37  TSLA    bid=$253.47
  [RAW TICK] 13:44:37  AAPL    bid=$198.0
  [RAW TICK] 13:44:37  NVDA    bid=$879.98
  [RAW TICK] 13:44:37  AAPL    bid=$198.0
  [RAW TICK] 13:44:37  TSLA    bid=$253.12
  [RAW TICK] 13:44:37  AAPL    bid=$198.02
  [RAW TICK] 13:44:37  TSLA    bid=$253.31
  [RAW TICK] 13:44:37  NVDA    bid=$879.88
  [RAW TICK] 13:44:37  NVDA    bid=$879.99
  [RAW TICK] 13:44:37  AAPL    bid=$197.96
  [RAW TICK] 13:44:37  NVDA    bid=$879.9
  [RAW TICK] 13:44:37  MSTR    bid=$102.86
  [RAW TICK] 13:44:37  COIN    bid=$101.47
  [RAW TICK] 13:44:37  AAPL    bid=$197.96
  [RAW TICK] 13:44:37  NVDA    bid=$879.65
  [RAW TICK] 13:44:37  NVDA    bid=$879.96
  [RAW TICK] 13:44:37  MSTR    bid=$103.12
  [RAW TICK] 13:44:38  NVDA    bid=$879.74
  [RAW TICK] 13:44:38  MSTR    bid=$103.02
  [RAW TICK] 13:44:38  COIN    bid=$101.47
  [RAW TICK] 13:44:38  NVDA    bid=$879.77
  [RAW TICK] 13:44:38  AAPL    bid=$197.89
  [RAW TICK] 13:44:38  TSLA    bid=$253.31
  [RAW TICK] 13:44:38  NVDA    bid=$880.16
  [RAW TICK] 13:44:38  COIN    bid=$101.53
  [RAW TICK] 13:44:38  NVDA    bid=$880.53
  [RAW TICK] 13:44:38  AAPL    bid=$197.87
  [RAW TICK] 13:44:38  AAPL    bid=$198.04
  [RAW TICK] 13:44:38  MSTR    bid=$103.09
  [RAW TICK] 13:44:38  COIN    bid=$101.39
  [RAW TICK] 13:44:38  TSLA    bid=$253.43
  [RAW TICK] 13:44:38  COIN    bid=$101.69
  [RAW TICK] 13:44:38  TSLA    bid=$253.54
  [RAW TICK] 13:44:38  NVDA    bid=$880.44
  [RAW TICK] 13:44:38  MSTR    bid=$103.07
  [RAW TICK] 13:44:38  AAPL    bid=$198.21
  [RAW TICK] 13:44:38  COIN    bid=$101.76
  [RAW TICK] 13:44:38  COIN    bid=$101.36
  [RAW TICK] 13:44:38  COIN    bid=$101.61
  [RAW TICK] 13:44:38  COIN    bid=$101.41
  [RAW TICK] 13:44:38  NVDA    bid=$880.41
  [RAW TICK] 13:44:39  AAPL    bid=$198.03
  [RAW TICK] 13:44:39  NVDA    bid=$880.5
  [RAW TICK] 13:44:39  MSTR    bid=$102.96
  [RAW TICK] 13:44:39  COIN    bid=$101.55
  [RAW TICK] 13:44:39  COIN    bid=$101.49
  [RAW TICK] 13:44:39  MSTR    bid=$102.9
  [RAW TICK] 13:44:39  MSTR    bid=$102.85
  [RAW TICK] 13:44:39  MSTR    bid=$102.76
  [RAW TICK] 13:44:39  NVDA    bid=$880.67
  [RAW TICK] 13:44:39  COIN    bid=$101.5
  [RAW TICK] 13:44:39  NVDA    bid=$880.48
  [RAW TICK] 13:44:39  TSLA    bid=$253.48
  [RAW TICK] 13:44:39  AAPL    bid=$198.22
  [RAW TICK] 13:44:39  AAPL    bid=$198.07
  [RAW TICK] 13:44:39  NVDA    bid=$880.46
  [RAW TICK] 13:44:39  NVDA    bid=$880.65
  [RAW TICK] 13:44:39  TSLA    bid=$253.52
  [RAW TICK] 13:44:39  TSLA    bid=$253.28
  [RAW TICK] 13:44:39  MSTR    bid=$102.75
  [RAW TICK] 13:44:39  TSLA    bid=$253.49
  [RAW TICK] 13:44:39  AAPL    bid=$198.18
  [RAW TICK] 13:44:39  AAPL    bid=$198.19
  [RAW TICK] 13:44:39  MSTR    bid=$102.73
  [RAW TICK] 13:44:39  AAPL    bid=$198.17
  [RAW TICK] 13:44:40  NVDA    bid=$880.86
  [RAW TICK] 13:44:40  AAPL    bid=$198.15
  [RAW TICK] 13:44:40  MSTR    bid=$102.9
  [RAW TICK] 13:44:40  AAPL    bid=$198.08
  [RAW TICK] 13:44:40  NVDA    bid=$880.89
  [RAW TICK] 13:44:40  COIN    bid=$101.34
  [RAW TICK] 13:44:40  NVDA    bid=$881.03
  [RAW TICK] 13:44:40  MSTR    bid=$102.74
  [RAW TICK] 13:44:40  TSLA    bid=$253.63
  [RAW TICK] 13:44:40  MSTR    bid=$102.79
  [RAW TICK] 13:44:40  NVDA    bid=$881.22
  [RAW TICK] 13:44:40  MSTR    bid=$103.01
  [RAW TICK] 13:44:40  AAPL    bid=$197.98
  [RAW TICK] 13:44:40  NVDA    bid=$881.32
  [RAW TICK] 13:44:40  NVDA    bid=$881.51
  [RAW TICK] 13:44:40  MSTR    bid=$104.48
  [RAW TICK] 13:44:40  NVDA    bid=$881.47
  [RAW TICK] 13:44:40  COIN    bid=$101.25
  [RAW TICK] 13:44:40  COIN    bid=$101.0
  [RAW TICK] 13:44:40  NVDA    bid=$881.47
  [RAW TICK] 13:44:40  COIN    bid=$101.09
  [RAW TICK] 13:44:40  COIN    bid=$100.82
  [RAW TICK] 13:44:40  AAPL    bid=$197.86
  [RAW TICK] 13:44:40  NVDA    bid=$881.32
  [RAW TICK] 13:44:41  COIN    bid=$100.43
  [RAW TICK] 13:44:41  AAPL    bid=$197.95
  [RAW TICK] 13:44:41  MSTR    bid=$104.39
  [RAW TICK] 13:44:41  NVDA    bid=$881.33
  [RAW TICK] 13:44:41  AAPL    bid=$198.07
  [RAW TICK] 13:44:41  AAPL    bid=$197.91
  [RAW TICK] 13:44:41  NVDA    bid=$881.34
  [RAW TICK] 13:44:41  NVDA    bid=$881.48
  [RAW TICK] 13:44:41  COIN    bid=$100.23
  [RAW TICK] 13:44:41  NVDA    bid=$881.51
  [RAW TICK] 13:44:41  TSLA    bid=$253.34
  [RAW TICK] 13:44:41  COIN    bid=$100.27
  [RAW TICK] 13:44:41  MSTR    bid=$104.39
  [RAW TICK] 13:44:41  TSLA    bid=$253.42
  [RAW TICK] 13:44:41  TSLA    bid=$253.53
  [RAW TICK] 13:44:41  AAPL    bid=$197.83
  [RAW TICK] 13:44:41  AAPL    bid=$198.21
  [RAW TICK] 13:44:41  MSTR    bid=$104.29
  [RAW TICK] 13:44:41  TSLA    bid=$254.77
  [RAW TICK] 13:44:41  MSTR    bid=$104.27
  [RAW TICK] 13:44:41  TSLA    bid=$254.81
  [RAW TICK] 13:44:41  COIN    bid=$100.31
  [RAW TICK] 13:44:41  AAPL    bid=$198.26
  [RAW TICK] 13:44:41  COIN    bid=$100.4
  [RAW TICK] 13:44:42  AAPL    bid=$198.44
  [RAW TICK] 13:44:42  NVDA    bid=$881.47
  [RAW TICK] 13:44:42  TSLA    bid=$255.05
  [RAW TICK] 13:44:42  NVDA    bid=$881.51
  [RAW TICK] 13:44:42  AAPL    bid=$198.42
  [RAW TICK] 13:44:42  MSTR    bid=$104.43
  [RAW TICK] 13:44:42  TSLA    bid=$254.75
  [RAW TICK] 13:44:42  NVDA    bid=$881.41
  [RAW TICK] 13:44:42  TSLA    bid=$254.75
  [RAW TICK] 13:44:42  COIN    bid=$100.37
  [RAW TICK] 13:44:42  AAPL    bid=$198.42
  [RAW TICK] 13:44:42  COIN    bid=$100.42
  [RAW TICK] 13:44:42  COIN    bid=$100.7
  [RAW TICK] 13:44:42  NVDA    bid=$881.37
  [RAW TICK] 13:44:42  COIN    bid=$100.78
  [RAW TICK] 13:44:42  MSTR    bid=$104.59
  [RAW TICK] 13:44:42  TSLA    bid=$254.59
  [RAW TICK] 13:44:42  MSTR    bid=$104.66
  [RAW TICK] 13:44:42  NVDA    bid=$881.41
  [RAW TICK] 13:44:42  COIN    bid=$100.92
  [RAW TICK] 13:44:42  COIN    bid=$100.99
  [RAW TICK] 13:44:42  AAPL    bid=$198.46
  [RAW TICK] 13:44:42  AAPL    bid=$198.23
  [RAW TICK] 13:44:42  TSLA    bid=$254.53
  [RAW TICK] 13:44:43  AAPL    bid=$198.27
  [RAW TICK] 13:44:43  COIN    bid=$101.03
  [RAW TICK] 13:44:43  NVDA    bid=$881.35
  [RAW TICK] 13:44:43  NVDA    bid=$882.24
  [RAW TICK] 13:44:43  MSTR    bid=$104.73
  [RAW TICK] 13:44:43  MSTR    bid=$104.71
  [RAW TICK] 13:44:43  TSLA    bid=$254.38
  [RAW TICK] 13:44:43  COIN    bid=$101.31
  [RAW TICK] 13:44:43  COIN    bid=$101.22
  [RAW TICK] 13:44:43  AAPL    bid=$198.11
  [RAW TICK] 13:44:43  COIN    bid=$101.2
  [RAW TICK] 13:44:43  TSLA    bid=$254.23
  [RAW TICK] 13:44:43  AAPL    bid=$198.19
  [RAW TICK] 13:44:43  NVDA    bid=$882.1
  [RAW TICK] 13:44:43  AAPL    bid=$198.36
  [RAW TICK] 13:44:43  MSTR    bid=$104.54
  [RAW TICK] 13:44:43  AAPL    bid=$198.35
  [RAW TICK] 13:44:43  TSLA    bid=$254.37
  [RAW TICK] 13:44:43  AAPL    bid=$198.21
  [RAW TICK] 13:44:43  COIN    bid=$101.18
  [RAW TICK] 13:44:43  AAPL    bid=$198.27
  [RAW TICK] 13:44:43  MSTR    bid=$104.64
  [RAW TICK] 13:44:43  MSTR    bid=$104.72
  [RAW TICK] 13:44:43  NVDA    bid=$882.02
  [RAW TICK] 13:44:44  AAPL    bid=$198.36
  [RAW TICK] 13:44:44  COIN    bid=$101.23
  [RAW TICK] 13:44:44  MSTR    bid=$104.62
  [RAW TICK] 13:44:44  TSLA    bid=$254.26
  [RAW TICK] 13:44:44  COIN    bid=$101.25
  [RAW TICK] 13:44:44  COIN    bid=$101.24
  [RAW TICK] 13:44:44  NVDA    bid=$882.07
  [RAW TICK] 13:44:44  TSLA    bid=$254.43
  [RAW TICK] 13:44:44  TSLA    bid=$254.31
  [RAW TICK] 13:44:44  MSTR    bid=$105.58
  [RAW TICK] 13:44:44  NVDA    bid=$882.11
  [RAW TICK] 13:44:44  COIN    bid=$101.17
  [RAW TICK] 13:44:44  AAPL    bid=$198.35
  [RAW TICK] 13:44:44  COIN    bid=$101.23
  [RAW TICK] 13:44:44  COIN    bid=$101.06
  [RAW TICK] 13:44:44  AAPL    bid=$198.24
  [RAW TICK] 13:44:44  AAPL    bid=$198.17
  [RAW TICK] 13:44:44  COIN    bid=$101.01
  [RAW TICK] 13:44:44  TSLA    bid=$254.26
  [RAW TICK] 13:44:44  AAPL    bid=$198.32
  [RAW TICK] 13:44:44  MSTR    bid=$105.7
  [RAW TICK] 13:44:44  NVDA    bid=$881.95
  [RAW TICK] 13:44:44  TSLA    bid=$254.06
  [RAW TICK] 13:44:44  AAPL    bid=$198.21
  [RAW TICK] 13:44:45  TSLA    bid=$254.2
  [RAW TICK] 13:44:45  NVDA    bid=$881.84
  [RAW TICK] 13:44:45  AAPL    bid=$197.81
  [RAW TICK] 13:44:45  TSLA    bid=$254.41
  [RAW TICK] 13:44:45  TSLA    bid=$254.39
  [RAW TICK] 13:44:45  TSLA    bid=$254.43
  [RAW TICK] 13:44:45  TSLA    bid=$254.32
  [RAW TICK] 13:44:45  TSLA    bid=$254.23
  [RAW TICK] 13:44:45  COIN    bid=$101.0
  [RAW TICK] 13:44:45  COIN    bid=$100.64
  [RAW TICK] 13:44:45  NVDA    bid=$881.84
  [RAW TICK] 13:44:45  NVDA    bid=$881.87
  [RAW TICK] 13:44:45  MSTR    bid=$105.63
  [RAW TICK] 13:44:45  MSTR    bid=$105.4
  [RAW TICK] 13:44:45  TSLA    bid=$254.16
  [RAW TICK] 13:44:45  MSTR    bid=$105.27
  [RAW TICK] 13:44:45  AAPL    bid=$197.77
  [RAW TICK] 13:44:45  TSLA    bid=$254.13
  [RAW TICK] 13:44:45  AAPL    bid=$197.82
  [RAW TICK] 13:44:45  MSTR    bid=$105.27
  [RAW TICK] 13:44:45  AAPL    bid=$197.77
  [RAW TICK] 13:44:45  NVDA    bid=$881.65
  [RAW TICK] 13:44:45  NVDA    bid=$881.48
  [RAW TICK] 13:44:45  MSTR    bid=$105.5
  [RAW TICK] 13:44:46  TSLA    bid=$255.43
  [RAW TICK] 13:44:46  NVDA    bid=$881.47
  [RAW TICK] 13:44:46  AAPL    bid=$197.88
  [RAW TICK] 13:44:46  AAPL    bid=$197.82
  [RAW TICK] 13:44:46  AAPL    bid=$197.66
  [RAW TICK] 13:44:46  NVDA    bid=$881.64
  [RAW TICK] 13:44:46  AAPL    bid=$197.8
  [RAW TICK] 13:44:46  AAPL    bid=$197.68
  [RAW TICK] 13:44:46  TSLA    bid=$255.63
  [RAW TICK] 13:44:46  NVDA    bid=$881.56
  [RAW TICK] 13:44:46  TSLA    bid=$255.65
  [RAW TICK] 13:44:46  MSTR    bid=$105.44
  [RAW TICK] 13:44:46  MSTR    bid=$105.59
  [RAW TICK] 13:44:46  AAPL    bid=$197.73
  [RAW TICK] 13:44:46  MSTR    bid=$105.49
  [RAW TICK] 13:44:46  COIN    bid=$100.08
  [RAW TICK] 13:44:46  AAPL    bid=$197.78
  [RAW TICK] 13:44:46  NVDA    bid=$881.61
  [RAW TICK] 13:44:46  TSLA    bid=$255.86
  [RAW TICK] 13:44:46  AAPL    bid=$197.79
  [RAW TICK] 13:44:46  MSTR    bid=$105.31
  [RAW TICK] 13:44:46  COIN    bid=$99.98
  [RAW TICK] 13:44:46  COIN    bid=$100.2
  [RAW TICK] 13:44:46  COIN    bid=$100.34
  [RAW TICK] 13:44:46  NVDA    bid=$881.86
  [RAW TICK] 13:44:47  TSLA    bid=$255.97
  [RAW TICK] 13:44:47  MSTR    bid=$105.21
  [RAW TICK] 13:44:47  TSLA    bid=$255.99
  [RAW TICK] 13:44:47  TSLA    bid=$255.7
  [RAW TICK] 13:44:47  TSLA    bid=$255.82
  [RAW TICK] 13:44:47  AAPL    bid=$197.66
  [RAW TICK] 13:44:47  NVDA    bid=$881.8
  [RAW TICK] 13:44:47  NVDA    bid=$881.98
  [RAW TICK] 13:44:47  NVDA    bid=$882.15
  [RAW TICK] 13:44:47  MSTR    bid=$105.29
  [RAW TICK] 13:44:47  MSTR    bid=$105.16
  [RAW TICK] 13:44:47  MSTR    bid=$105.17
  [RAW TICK] 13:44:47  TSLA    bid=$255.7
  [RAW TICK] 13:44:47  NVDA    bid=$882.24
  [RAW TICK] 13:44:47  AAPL    bid=$197.57
  [RAW TICK] 13:44:47  COIN    bid=$100.6
  [RAW TICK] 13:44:47  MSTR    bid=$105.14
  [RAW TICK] 13:44:47  MSTR    bid=$105.14
  [RAW TICK] 13:44:47  NVDA    bid=$882.38
  [RAW TICK] 13:44:47  AAPL    bid=$197.77
  [RAW TICK] 13:44:47  NVDA    bid=$882.67
  [RAW TICK] 13:44:47  AAPL    bid=$197.72
  [RAW TICK] 13:44:47  AAPL    bid=$197.76
  [RAW TICK] 13:44:47  NVDA    bid=$882.61
  [RAW TICK] 13:44:48  NVDA    bid=$882.54
  [RAW TICK] 13:44:48  AAPL    bid=$197.39
  [RAW TICK] 13:44:48  NVDA    bid=$882.35
  [RAW TICK] 13:44:48  NVDA    bid=$882.27
  [RAW TICK] 13:44:48  MSTR    bid=$105.16
  [RAW TICK] 13:44:48  AAPL    bid=$197.51
  [RAW TICK] 13:44:48  COIN    bid=$100.97
  [RAW TICK] 13:44:48  NVDA    bid=$882.35
  [RAW TICK] 13:44:48  TSLA    bid=$255.8
  [RAW TICK] 13:44:48  AAPL    bid=$197.53
  [RAW TICK] 13:44:48  NVDA    bid=$882.48
  [RAW TICK] 13:44:48  TSLA    bid=$255.92
  [RAW TICK] 13:44:48  TSLA    bid=$255.66
  [RAW TICK] 13:44:48  COIN    bid=$100.95
  [RAW TICK] 13:44:48  TSLA    bid=$255.72
  [RAW TICK] 13:44:48  TSLA    bid=$255.59
  [RAW TICK] 13:44:48  MSTR    bid=$104.97
  [RAW TICK] 13:44:48  COIN    bid=$100.9
  [RAW TICK] 13:44:48  COIN    bid=$100.91
  [RAW TICK] 13:44:48  MSTR    bid=$105.09
  [RAW TICK] 13:44:48  NVDA    bid=$882.44
  [RAW TICK] 13:44:48  MSTR    bid=$105.17
  [RAW TICK] 13:44:48  AAPL    bid=$197.51
  [RAW TICK] 13:44:48  TSLA    bid=$255.4
  [RAW TICK] 13:44:49  NVDA    bid=$882.52
  [RAW TICK] 13:44:49  AAPL    bid=$197.53
  [RAW TICK] 13:44:49  NVDA    bid=$882.55
  [RAW TICK] 13:44:49  NVDA    bid=$882.78
  [RAW TICK] 13:44:49  MSTR    bid=$105.06
  [RAW TICK] 13:44:49  NVDA    bid=$882.66
  [RAW TICK] 13:44:49  MSTR    bid=$104.95
  [RAW TICK] 13:44:49  TSLA    bid=$255.33
  [RAW TICK] 13:44:49  MSTR    bid=$104.9
  [RAW TICK] 13:44:49  TSLA    bid=$255.45
  [RAW TICK] 13:44:49  MSTR    bid=$104.79
  [RAW TICK] 13:44:49  TSLA    bid=$255.39
  [RAW TICK] 13:44:49  NVDA    bid=$882.34
  [RAW TICK] 13:44:49  TSLA    bid=$255.22
  [RAW TICK] 13:44:49  TSLA    bid=$255.53
  [RAW TICK] 13:44:49  TSLA    bid=$255.47
  [RAW TICK] 13:44:49  TSLA    bid=$255.35
  [RAW TICK] 13:44:49  AAPL    bid=$197.37
  [RAW TICK] 13:44:49  MSTR    bid=$104.9
  [RAW TICK] 13:44:49  COIN    bid=$100.87
  [RAW TICK] 13:44:49  AAPL    bid=$197.66
  [RAW TICK] 13:44:49  COIN    bid=$100.95
  [RAW TICK] 13:44:49  MSTR    bid=$104.98
  [RAW TICK] 13:44:49  TSLA    bid=$255.65
  [RAW TICK] 13:44:50  AAPL    bid=$197.92
  [RAW TICK] 13:44:50  AAPL    bid=$198.19
  [RAW TICK] 13:44:50  TSLA    bid=$255.69
  [RAW TICK] 13:44:50  NVDA    bid=$882.39
  [RAW TICK] 13:44:50  COIN    bid=$101.18
  [RAW TICK] 13:44:50  MSTR    bid=$105.16
  [RAW TICK] 13:44:50  MSTR    bid=$105.25
  [RAW TICK] 13:44:50  NVDA    bid=$881.89
  [RAW TICK] 13:44:50  COIN    bid=$101.26
  [RAW TICK] 13:44:50  NVDA    bid=$881.92
  [RAW TICK] 13:44:50  NVDA    bid=$881.86
  [RAW TICK] 13:44:50  TSLA    bid=$255.92
  [RAW TICK] 13:44:50  NVDA    bid=$881.78
  [RAW TICK] 13:44:50  NVDA    bid=$881.79
  [RAW TICK] 13:44:50  NVDA    bid=$881.76
  [RAW TICK] 13:44:50  TSLA    bid=$256.02
  [RAW TICK] 13:44:50  AAPL    bid=$198.0
  [RAW TICK] 13:44:50  COIN    bid=$101.03
  [RAW TICK] 13:44:50  AAPL    bid=$197.91
  [RAW TICK] 13:44:50  NVDA    bid=$881.68
  [RAW TICK] 13:44:50  TSLA    bid=$255.93
  [RAW TICK] 13:44:50  NVDA    bid=$881.58
  [RAW TICK] 13:44:50  AAPL    bid=$197.98
  [RAW TICK] 13:44:50  TSLA    bid=$255.8
  [RAW TICK] 13:44:51  NVDA    bid=$881.79
  [RAW TICK] 13:44:51  TSLA    bid=$255.84
  [RAW TICK] 13:44:51  COIN    bid=$100.99
  [RAW TICK] 13:44:51  TSLA    bid=$255.79
  [RAW TICK] 13:44:51  MSTR    bid=$105.29
  [RAW TICK] 13:44:51  COIN    bid=$101.87
  [RAW TICK] 13:44:51  NVDA    bid=$881.76
  [RAW TICK] 13:44:51  COIN    bid=$102.0
  [RAW TICK] 13:44:51  MSTR    bid=$105.36
  [RAW TICK] 13:44:51  NVDA    bid=$881.7
  [RAW TICK] 13:44:51  COIN    bid=$102.17
  [RAW TICK] 13:44:51  MSTR    bid=$105.38
  [RAW TICK] 13:44:51  NVDA    bid=$881.68
  [RAW TICK] 13:44:51  COIN    bid=$102.1
  [RAW TICK] 13:44:51  TSLA    bid=$255.78
  [RAW TICK] 13:44:51  TSLA    bid=$255.7
  [RAW TICK] 13:44:51  COIN    bid=$102.21
  [RAW TICK] 13:44:51  TSLA    bid=$255.68
  [RAW TICK] 13:44:51  AAPL    bid=$198.01
  [RAW TICK] 13:44:51  COIN    bid=$102.39
  [RAW TICK] 13:44:51  TSLA    bid=$255.68
  [RAW TICK] 13:44:51  COIN    bid=$102.62
  [RAW TICK] 13:44:51  NVDA    bid=$881.65
  [RAW TICK] 13:44:51  NVDA    bid=$881.49
  [RAW TICK] 13:44:52  MSTR    bid=$105.44
  [RAW TICK] 13:44:52  COIN    bid=$102.8
  [RAW TICK] 13:44:52  TSLA    bid=$255.72
  [RAW TICK] 13:44:52  AAPL    bid=$198.01
  [RAW TICK] 13:44:52  NVDA    bid=$881.26
  [RAW TICK] 13:44:52  NVDA    bid=$881.14
  [RAW TICK] 13:44:52  AAPL    bid=$197.96
  [RAW TICK] 13:44:52  TSLA    bid=$255.47
  [RAW TICK] 13:44:52  TSLA    bid=$255.48
  [RAW TICK] 13:44:52  COIN    bid=$103.18
  [RAW TICK] 13:44:52  TSLA    bid=$255.5
  [RAW TICK] 13:44:52  MSTR    bid=$105.52
  [RAW TICK] 13:44:52  TSLA    bid=$255.51
  [RAW TICK] 13:44:52  MSTR    bid=$105.87
  [RAW TICK] 13:44:52  NVDA    bid=$881.4
  [RAW TICK] 13:44:52  MSTR    bid=$105.85
  [RAW TICK] 13:44:52  TSLA    bid=$255.46
  [RAW TICK] 13:44:52  TSLA    bid=$255.41
  [RAW TICK] 13:44:52  TSLA    bid=$255.46
  [RAW TICK] 13:44:52  MSTR    bid=$105.87
  [RAW TICK] 13:44:52  MSTR    bid=$105.84
  [RAW TICK] 13:44:52  MSTR    bid=$105.8
  [RAW TICK] 13:44:52  TSLA    bid=$255.43
  [RAW TICK] 13:44:52  COIN    bid=$103.24
  [RAW TICK] 13:44:53  AAPL    bid=$197.94
  [RAW TICK] 13:44:53  COIN    bid=$103.28
  [RAW TICK] 13:44:53  NVDA    bid=$881.22
  [RAW TICK] 13:44:53  NVDA    bid=$881.02
  [RAW TICK] 13:44:53  TSLA    bid=$255.51
  [RAW TICK] 13:44:53  TSLA    bid=$255.62
  [RAW TICK] 13:44:53  AAPL    bid=$198.1
  [RAW TICK] 13:44:53  MSTR    bid=$105.82
  [RAW TICK] 13:44:53  COIN    bid=$103.43
  [RAW TICK] 13:44:53  AAPL    bid=$198.17
  [RAW TICK] 13:44:53  AAPL    bid=$198.12
  [RAW TICK] 13:44:53  TSLA    bid=$255.64
  [RAW TICK] 13:44:53  AAPL    bid=$198.35
  [RAW TICK] 13:44:53  AAPL    bid=$198.28
  [RAW TICK] 13:44:53  COIN    bid=$103.45
  [RAW TICK] 13:44:53  COIN    bid=$103.31
  [RAW TICK] 13:44:53  MSTR    bid=$105.71
  [RAW TICK] 13:44:53  COIN    bid=$103.31
  [RAW TICK] 13:44:53  TSLA    bid=$255.44
  [RAW TICK] 13:44:53  AAPL    bid=$198.24
  [RAW TICK] 13:44:53  AAPL    bid=$198.42
  [RAW TICK] 13:44:53  MSTR    bid=$105.64
  [RAW TICK] 13:44:53  AAPL    bid=$198.52
  [RAW TICK] 13:44:53  NVDA    bid=$881.08
  [RAW TICK] 13:44:54  AAPL    bid=$198.16
  [RAW TICK] 13:44:54  COIN    bid=$103.18
  [RAW TICK] 13:44:54  NVDA    bid=$881.09
  [RAW TICK] 13:44:54  COIN    bid=$103.05
  [RAW TICK] 13:44:54  COIN    bid=$102.7
  [RAW TICK] 13:44:54  AAPL    bid=$198.38
  [RAW TICK] 13:44:54  COIN    bid=$103.13
  [RAW TICK] 13:44:54  COIN    bid=$103.13
  [RAW TICK] 13:44:54  TSLA    bid=$255.69
  [RAW TICK] 13:44:54  AAPL    bid=$198.29
  [RAW TICK] 13:44:54  TSLA    bid=$255.81
  [RAW TICK] 13:44:54  NVDA    bid=$881.32
  [RAW TICK] 13:44:54  AAPL    bid=$198.27
  [RAW TICK] 13:44:54  AAPL    bid=$198.4
  [RAW TICK] 13:44:54  NVDA    bid=$881.41
  [RAW TICK] 13:44:54  MSTR    bid=$105.66
  [RAW TICK] 13:44:54  MSTR    bid=$105.73
  [RAW TICK] 13:44:54  NVDA    bid=$881.43
  [RAW TICK] 13:44:54  COIN    bid=$102.76
  [RAW TICK] 13:44:54  NVDA    bid=$881.05
  [RAW TICK] 13:44:54  TSLA    bid=$255.79
  [RAW TICK] 13:44:54  NVDA    bid=$881.22
  [RAW TICK] 13:44:54  AAPL    bid=$198.38
  [RAW TICK] 13:44:54  AAPL    bid=$198.06
  [RAW TICK] 13:44:55  NVDA    bid=$881.19
  [RAW TICK] 13:44:55  NVDA    bid=$881.35
  [RAW TICK] 13:44:55  COIN    bid=$102.72
  [RAW TICK] 13:44:55  MSTR    bid=$105.84
  [RAW TICK] 13:44:55  MSTR    bid=$105.85
  [RAW TICK] 13:44:55  AAPL    bid=$198.04
  [RAW TICK] 13:44:55  MSTR    bid=$105.93
  [RAW TICK] 13:44:55  TSLA    bid=$255.67
  [RAW TICK] 13:44:55  COIN    bid=$102.71
  [RAW TICK] 13:44:55  TSLA    bid=$255.57
  [RAW TICK] 13:44:55  AAPL    bid=$197.99
  [RAW TICK] 13:44:55  TSLA    bid=$255.41
  [RAW TICK] 13:44:55  MSTR    bid=$106.05
  [RAW TICK] 13:44:55  MSTR    bid=$105.81
  [RAW TICK] 13:44:55  COIN    bid=$102.65
  [RAW TICK] 13:44:55  MSTR    bid=$105.52
  [RAW TICK] 13:44:55  MSTR    bid=$105.42
  [RAW TICK] 13:44:55  TSLA    bid=$255.26
  [RAW TICK] 13:44:55  AAPL    bid=$197.64
  [RAW TICK] 13:44:55  AAPL    bid=$197.62
  [RAW TICK] 13:44:55  AAPL    bid=$197.44
  [RAW TICK] 13:44:55  COIN    bid=$102.52
  [RAW TICK] 13:44:55  AAPL    bid=$197.71
  [RAW TICK] 13:44:55  MSTR    bid=$105.43
  [RAW TICK] 13:44:56  COIN    bid=$102.33
  [RAW TICK] 13:44:56  AAPL    bid=$197.61
  [RAW TICK] 13:44:56  TSLA    bid=$255.05
