  Session log : spot_check_logs\log3.txt  (started 2026-06-01 14:03:34)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 14:06:04  COIN    bid=$112.43
  [RAW TICK] 14:06:04  TSLA    bid=$271.82
  [RAW TICK] 14:06:04  NVDA    bid=$893.84
  [RAW TICK] 14:06:04  COIN    bid=$112.64
  [RAW TICK] 14:06:04  TSLA    bid=$271.97
  [RAW TICK] 14:06:04  COIN    bid=$112.51
  [RAW TICK] 14:06:04  COIN    bid=$112.39
  [RAW TICK] 14:06:04  NVDA    bid=$894.25

  [THRESHOLD TRIP] NVDA  bid=$894.25  band=$893.85  (mean=892.32, sigma=0.7661, breach=2.52σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 14:06:04  TSLA    bid=$272.05
  [RAW TICK] 14:06:04  MSTR    bid=$121.47
  [RAW TICK] 14:06:04  AAPL    bid=$213.23
  [RAW TICK] 14:06:04  MSTR    bid=$121.47
  [RAW TICK] 14:06:04  MSTR    bid=$121.71
  [RAW TICK] 14:06:04  MSTR    bid=$121.72
  [RAW TICK] 14:06:04  AAPL    bid=$212.95
  [RAW TICK] 14:06:04  AAPL    bid=$212.66
  [RAW TICK] 14:06:05  COIN    bid=$112.21
  [RAW TICK] 14:06:05  TSLA    bid=$272.01
  [RAW TICK] 14:06:05  AAPL    bid=$212.72
  [RAW TICK] 14:06:05  AAPL    bid=$212.68
  [RAW TICK] 14:06:05  NVDA    bid=$894.4
  [RAW TICK] 14:06:05  TSLA    bid=$272.07
  [RAW TICK] 14:06:05  NVDA    bid=$894.35
  [RAW TICK] 14:06:05  AAPL    bid=$212.79
  [RAW TICK] 14:06:05  NVDA    bid=$894.31
  [RAW TICK] 14:06:05  AAPL    bid=$212.63
  [RAW TICK] 14:06:05  NVDA    bid=$894.21
  [RAW TICK] 14:06:05  NVDA    bid=$894.43
  [RAW TICK] 14:06:05  AAPL    bid=$212.9
  [RAW TICK] 14:06:05  MSTR    bid=$121.82
  [RAW TICK] 14:06:05  AAPL    bid=$212.69
  [RAW TICK] 14:06:05  COIN    bid=$112.04
  [RAW TICK] 14:06:05  AAPL    bid=$212.6
  [RAW TICK] 14:06:05  TSLA    bid=$272.05
  [RAW TICK] 14:06:05  NVDA    bid=$894.56
  [RAW TICK] 14:06:05  COIN    bid=$112.04
  [RAW TICK] 14:06:05  AAPL    bid=$214.06
  [RAW TICK] 14:06:05  NVDA    bid=$894.34
  [RAW TICK] 14:06:05  TSLA    bid=$272.19
  [RAW TICK] 14:06:05  TSLA    bid=$272.06
  [RAW TICK] 14:06:06  AAPL    bid=$213.98
  [RAW TICK] 14:06:06  NVDA    bid=$894.35
  [RAW TICK] 14:06:06  MSTR    bid=$121.7
  [RAW TICK] 14:06:06  TSLA    bid=$272.22
  [RAW TICK] 14:06:06  COIN    bid=$111.98
  [RAW TICK] 14:06:06  AAPL    bid=$213.92
  [RAW TICK] 14:06:06  NVDA    bid=$894.5
  [RAW TICK] 14:06:06  NVDA    bid=$894.38
  [RAW TICK] 14:06:06  TSLA    bid=$272.28
  [RAW TICK] 14:06:06  NVDA    bid=$894.11
  [RAW TICK] 14:06:06  MSTR    bid=$121.57
  [RAW TICK] 14:06:06  TSLA    bid=$272.3
  [RAW TICK] 14:06:06  MSTR    bid=$121.95
  [RAW TICK] 14:06:06  MSTR    bid=$122.23

  [THRESHOLD TRIP] MSTR  bid=$122.23  band=$122.00  (mean=121.36, sigma=0.3159, breach=2.74σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 14:06:06  TSLA    bid=$272.15
  [RAW TICK] 14:06:06  TSLA    bid=$272.31
  [RAW TICK] 14:06:06  TSLA    bid=$272.26
  [RAW TICK] 14:06:06  NVDA    bid=$894.13
  [RAW TICK] 14:06:06  NVDA    bid=$894.21
  [RAW TICK] 14:06:06  MSTR    bid=$122.09
  [RAW TICK] 14:06:07  MSTR    bid=$122.12
  [RAW TICK] 14:06:07  COIN    bid=$112.13
  [RAW TICK] 14:06:07  NVDA    bid=$894.31
  [RAW TICK] 14:06:07  COIN    bid=$112.13
  [RAW TICK] 14:06:07  MSTR    bid=$122.23
  [RAW TICK] 14:06:07  NVDA    bid=$894.48
  [RAW TICK] 14:06:07  TSLA    bid=$272.21
  [RAW TICK] 14:06:07  COIN    bid=$112.18
  [RAW TICK] 14:06:07  AAPL    bid=$213.98
  [RAW TICK] 14:06:07  COIN    bid=$112.1
  [RAW TICK] 14:06:07  NVDA    bid=$894.42
  [RAW TICK] 14:06:07  MSTR    bid=$122.3
  [RAW TICK] 14:06:07  NVDA    bid=$894.0
  [RAW TICK] 14:06:07  AAPL    bid=$213.93
  [RAW TICK] 14:06:07  TSLA    bid=$272.12
  [RAW TICK] 14:06:07  TSLA    bid=$272.32
  [RAW TICK] 14:06:07  TSLA    bid=$272.39
  [RAW TICK] 14:06:07  MSTR    bid=$122.4
  [RAW TICK] 14:06:07  MSTR    bid=$122.35
  [RAW TICK] 14:06:07  MSTR    bid=$122.22
  [RAW TICK] 14:06:07  MSTR    bid=$122.52
  [RAW TICK] 14:06:07  MSTR    bid=$122.81
  [RAW TICK] 14:06:07  COIN    bid=$112.08
  [RAW TICK] 14:06:07  NVDA    bid=$893.8
  [RAW TICK] 14:06:08  NVDA    bid=$893.88
  [RAW TICK] 14:06:08  COIN    bid=$112.06
  [RAW TICK] 14:06:08  COIN    bid=$112.07
  [RAW TICK] 14:06:08  NVDA    bid=$893.69
  [RAW TICK] 14:06:08  AAPL    bid=$213.93
  [RAW TICK] 14:06:08  MSTR    bid=$122.75
  [RAW TICK] 14:06:08  TSLA    bid=$272.18
  [RAW TICK] 14:06:08  NVDA    bid=$893.69
  [RAW TICK] 14:06:08  MSTR    bid=$122.55
  [RAW TICK] 14:06:08  TSLA    bid=$272.07
  [RAW TICK] 14:06:08  AAPL    bid=$213.62
  [RAW TICK] 14:06:08  MSTR    bid=$122.55
  [RAW TICK] 14:06:08  NVDA    bid=$893.88
  [RAW TICK] 14:06:08  COIN    bid=$111.96
  [RAW TICK] 14:06:08  MSTR    bid=$122.3
  [RAW TICK] 14:06:08  AAPL    bid=$213.64
  [RAW TICK] 14:06:08  TSLA    bid=$272.25
  [RAW TICK] 14:06:08  TSLA    bid=$272.26
  [RAW TICK] 14:06:08  NVDA    bid=$893.98
  [RAW TICK] 14:06:08  COIN    bid=$112.19
  [RAW TICK] 14:06:08  MSTR    bid=$122.21
  [RAW TICK] 14:06:08  COIN    bid=$112.09
  [RAW TICK] 14:06:08  COIN    bid=$112.18
  [RAW TICK] 14:06:08  AAPL    bid=$213.79
  [RAW TICK] 14:06:09  TSLA    bid=$272.47
  [RAW TICK] 14:06:09  NVDA    bid=$894.17
  [RAW TICK] 14:06:09  MSTR    bid=$121.94
  [RAW TICK] 14:06:09  AAPL    bid=$213.9
  [RAW TICK] 14:06:09  COIN    bid=$112.28
  [RAW TICK] 14:06:09  AAPL    bid=$213.79
  [RAW TICK] 14:06:09  COIN    bid=$112.29
  [RAW TICK] 14:06:09  COIN    bid=$112.21
  [RAW TICK] 14:06:09  AAPL    bid=$213.7
  [RAW TICK] 14:06:09  TSLA    bid=$272.54
  [RAW TICK] 14:06:09  AAPL    bid=$213.63
  [RAW TICK] 14:06:09  COIN    bid=$112.15
  [RAW TICK] 14:06:09  COIN    bid=$112.1
  [RAW TICK] 14:06:09  AAPL    bid=$213.85
  [RAW TICK] 14:06:09  MSTR    bid=$121.99
  [RAW TICK] 14:06:09  COIN    bid=$112.26
  [RAW TICK] 14:06:09  AAPL    bid=$213.82
  [RAW TICK] 14:06:09  NVDA    bid=$894.25
  [RAW TICK] 14:06:09  TSLA    bid=$272.49
  [RAW TICK] 14:06:09  AAPL    bid=$213.93
  [RAW TICK] 14:06:09  COIN    bid=$112.32
  [RAW TICK] 14:06:09  COIN    bid=$113.31

  [THRESHOLD TRIP] COIN  bid=$113.31  band=$112.74  (mean=112.22, sigma=0.2577, breach=4.22σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 14:06:10  MSTR    bid=$122.0
  [RAW TICK] 14:06:10  NVDA    bid=$895.2
  [RAW TICK] 14:06:10  COIN    bid=$113.12
  [RAW TICK] 14:06:10  MSTR    bid=$121.9
  [RAW TICK] 14:06:10  AAPL    bid=$213.88
  [RAW TICK] 14:06:10  NVDA    bid=$894.97
  [RAW TICK] 14:06:10  COIN    bid=$113.18
  [RAW TICK] 14:06:10  TSLA    bid=$272.28
  [RAW TICK] 14:06:10  COIN    bid=$113.38
  [RAW TICK] 14:06:10  AAPL    bid=$213.74
  [RAW TICK] 14:06:10  MSTR    bid=$121.76
  [RAW TICK] 14:06:10  TSLA    bid=$272.4
  [RAW TICK] 14:06:10  COIN    bid=$113.43
  [RAW TICK] 14:06:10  TSLA    bid=$272.39
  [RAW TICK] 14:06:10  NVDA    bid=$895.04
  [RAW TICK] 14:06:10  TSLA    bid=$272.68
  [RAW TICK] 14:06:10  COIN    bid=$113.39
  [RAW TICK] 14:06:10  TSLA    bid=$272.71
  [RAW TICK] 14:06:10  COIN    bid=$113.33
  [RAW TICK] 14:06:10  COIN    bid=$113.58
  [RAW TICK] 14:06:10  NVDA    bid=$894.86
  [RAW TICK] 14:06:10  MSTR    bid=$121.92
  [RAW TICK] 14:06:11  AAPL    bid=$213.82
  [RAW TICK] 14:06:11  AAPL    bid=$213.77
  [RAW TICK] 14:06:11  COIN    bid=$113.68
  [RAW TICK] 14:06:11  NVDA    bid=$895.08
  [RAW TICK] 14:06:11  AAPL    bid=$214.87
  [RAW TICK] 14:06:11  TSLA    bid=$272.43
  [RAW TICK] 14:06:11  AAPL    bid=$214.91
  [RAW TICK] 14:06:11  NVDA    bid=$894.93
  [RAW TICK] 14:06:11  NVDA    bid=$895.02
  [RAW TICK] 14:06:11  COIN    bid=$113.59
  [RAW TICK] 14:06:11  TSLA    bid=$272.38
  [RAW TICK] 14:06:11  COIN    bid=$113.68
  [RAW TICK] 14:06:11  MSTR    bid=$122.27
  [RAW TICK] 14:06:11  NVDA    bid=$894.99
  [RAW TICK] 14:06:11  COIN    bid=$113.82
  [RAW TICK] 14:06:11  TSLA    bid=$272.29
  [RAW TICK] 14:06:11  AAPL    bid=$215.19
  [RAW TICK] 14:06:11  AAPL    bid=$215.22
  [RAW TICK] 14:06:11  TSLA    bid=$272.2
  [RAW TICK] 14:06:11  COIN    bid=$113.77
  [RAW TICK] 14:06:11  MSTR    bid=$122.46
  [RAW TICK] 14:06:11  COIN    bid=$113.48
  [RAW TICK] 14:06:11  COIN    bid=$113.35
  [RAW TICK] 14:06:11  MSTR    bid=$122.63
  [RAW TICK] 14:06:12  TSLA    bid=$272.13
  [RAW TICK] 14:06:12  MSTR    bid=$123.14
  [RAW TICK] 14:06:12  AAPL    bid=$215.59
  [RAW TICK] 14:06:12  NVDA    bid=$895.07
  [RAW TICK] 14:06:12  COIN    bid=$113.21
  [RAW TICK] 14:06:12  MSTR    bid=$123.32
  [RAW TICK] 14:06:12  MSTR    bid=$123.36
  [RAW TICK] 14:06:12  MSTR    bid=$123.42
  [RAW TICK] 14:06:12  AAPL    bid=$215.58
  [RAW TICK] 14:06:12  TSLA    bid=$272.14
  [RAW TICK] 14:06:12  MSTR    bid=$123.16
  [RAW TICK] 14:06:12  TSLA    bid=$271.97
  [RAW TICK] 14:06:12  TSLA    bid=$272.18
  [RAW TICK] 14:06:12  COIN    bid=$114.13
  [RAW TICK] 14:06:12  COIN    bid=$114.18
  [RAW TICK] 14:06:12  TSLA    bid=$272.15
  [RAW TICK] 14:06:12  AAPL    bid=$215.48
  [RAW TICK] 14:06:12  COIN    bid=$114.34
  [RAW TICK] 14:06:12  COIN    bid=$114.15
  [RAW TICK] 14:06:12  NVDA    bid=$895.24
  [RAW TICK] 14:06:12  MSTR    bid=$122.94
  [RAW TICK] 14:06:12  AAPL    bid=$215.27
  [RAW TICK] 14:06:12  COIN    bid=$114.35
  [RAW TICK] 14:06:13  TSLA    bid=$272.35
  [RAW TICK] 14:06:13  COIN    bid=$114.52
  [RAW TICK] 14:06:13  AAPL    bid=$215.52
  [RAW TICK] 14:06:13  MSTR    bid=$122.73
  [RAW TICK] 14:06:13  NVDA    bid=$895.2
  [RAW TICK] 14:06:13  MSTR    bid=$122.82
  [RAW TICK] 14:06:13  COIN    bid=$114.54
  [RAW TICK] 14:06:13  AAPL    bid=$215.42
  [RAW TICK] 14:06:13  AAPL    bid=$215.35
  [RAW TICK] 14:06:13  AAPL    bid=$215.43
  [RAW TICK] 14:06:13  COIN    bid=$114.44
  [RAW TICK] 14:06:13  MSTR    bid=$122.72
  [RAW TICK] 14:06:13  COIN    bid=$114.18
  [RAW TICK] 14:06:13  TSLA    bid=$272.54
  [RAW TICK] 14:06:13  AAPL    bid=$215.42
  [RAW TICK] 14:06:13  COIN    bid=$114.2
  [RAW TICK] 14:06:13  COIN    bid=$114.47
  [RAW TICK] 14:06:13  AAPL    bid=$215.51
  [RAW TICK] 14:06:13  MSTR    bid=$122.65
  [RAW TICK] 14:06:13  AAPL    bid=$215.62
  [RAW TICK] 14:06:13  TSLA    bid=$272.59
  [RAW TICK] 14:06:13  MSTR    bid=$122.52
  [RAW TICK] 14:06:13  TSLA    bid=$272.23
  [RAW TICK] 14:06:13  TSLA    bid=$272.17
  [RAW TICK] 14:06:13  COIN    bid=$114.53
  [RAW TICK] 14:06:14  AAPL    bid=$215.64
  [RAW TICK] 14:06:14  NVDA    bid=$895.37
  [RAW TICK] 14:06:14  NVDA    bid=$895.21
  [RAW TICK] 14:06:14  NVDA    bid=$895.29
  [RAW TICK] 14:06:14  COIN    bid=$114.54
  [RAW TICK] 14:06:14  TSLA    bid=$272.2
  [RAW TICK] 14:06:14  MSTR    bid=$122.29
  [RAW TICK] 14:06:14  AAPL    bid=$215.55
  [RAW TICK] 14:06:14  MSTR    bid=$122.26
  [RAW TICK] 14:06:14  TSLA    bid=$272.31
  [RAW TICK] 14:06:14  TSLA    bid=$272.35
  [RAW TICK] 14:06:14  NVDA    bid=$895.14
  [RAW TICK] 14:06:14  TSLA    bid=$272.23
  [RAW TICK] 14:06:14  TSLA    bid=$272.3
  [RAW TICK] 14:06:14  TSLA    bid=$272.61
  [RAW TICK] 14:06:14  COIN    bid=$114.69
  [RAW TICK] 14:06:14  COIN    bid=$115.01
  [RAW TICK] 14:06:14  COIN    bid=$114.91
  [RAW TICK] 14:06:14  MSTR    bid=$122.3
  [RAW TICK] 14:06:14  TSLA    bid=$272.67
  [RAW TICK] 14:06:14  NVDA    bid=$895.17
  [RAW TICK] 14:06:14  MSTR    bid=$122.28
  [RAW TICK] 14:06:14  COIN    bid=$114.71
  [RAW TICK] 14:06:14  AAPL    bid=$215.54
  [RAW TICK] 14:06:15  NVDA    bid=$895.21
  [RAW TICK] 14:06:15  NVDA    bid=$894.87
  [RAW TICK] 14:06:15  TSLA    bid=$272.62
  [RAW TICK] 14:06:15  MSTR    bid=$122.4
  [RAW TICK] 14:06:15  COIN    bid=$114.8
  [RAW TICK] 14:06:15  NVDA    bid=$894.84
  [RAW TICK] 14:06:15  NVDA    bid=$894.95
  [RAW TICK] 14:06:15  AAPL    bid=$215.68
  [RAW TICK] 14:06:15  TSLA    bid=$272.68
  [RAW TICK] 14:06:15  AAPL    bid=$215.54
  [RAW TICK] 14:06:15  AAPL    bid=$215.29
  [RAW TICK] 14:06:15  TSLA    bid=$272.54
  [RAW TICK] 14:06:15  MSTR    bid=$122.49
  [RAW TICK] 14:06:15  COIN    bid=$114.49
  [RAW TICK] 14:06:15  COIN    bid=$114.36
  [RAW TICK] 14:06:15  MSTR    bid=$123.52
  [RAW TICK] 14:06:15  AAPL    bid=$215.1
  [RAW TICK] 14:06:15  NVDA    bid=$895.09
  [RAW TICK] 14:06:15  NVDA    bid=$895.16
  [RAW TICK] 14:06:15  AAPL    bid=$215.11
  [RAW TICK] 14:06:15  TSLA    bid=$274.03
  [RAW TICK] 14:06:15  MSTR    bid=$123.25
  [RAW TICK] 14:06:15  TSLA    bid=$274.0
  [RAW TICK] 14:06:16  NVDA    bid=$895.11
  [RAW TICK] 14:06:16  AAPL    bid=$215.16
  [RAW TICK] 14:06:16  AAPL    bid=$215.24
  [RAW TICK] 14:06:16  AAPL    bid=$214.94
  [RAW TICK] 14:06:16  TSLA    bid=$274.1
  [RAW TICK] 14:06:16  AAPL    bid=$214.81
  [RAW TICK] 14:06:16  MSTR    bid=$123.43
  [RAW TICK] 14:06:16  AAPL    bid=$214.65
  [RAW TICK] 14:06:16  AAPL    bid=$214.74
  [RAW TICK] 14:06:16  AAPL    bid=$214.63
  [RAW TICK] 14:06:16  TSLA    bid=$273.96
  [RAW TICK] 14:06:16  AAPL    bid=$214.75
  [RAW TICK] 14:06:16  AAPL    bid=$214.56
  [RAW TICK] 14:06:16  TSLA    bid=$274.0
  [RAW TICK] 14:06:16  NVDA    bid=$895.09
  [RAW TICK] 14:06:16  COIN    bid=$114.53
  [RAW TICK] 14:06:16  TSLA    bid=$273.91
  [RAW TICK] 14:06:16  MSTR    bid=$123.65
  [RAW TICK] 14:06:16  NVDA    bid=$895.35
  [RAW TICK] 14:06:16  TSLA    bid=$273.79
  [RAW TICK] 14:06:16  TSLA    bid=$273.84
  [RAW TICK] 14:06:16  NVDA    bid=$895.52
  [RAW TICK] 14:06:16  MSTR    bid=$123.4
  [RAW TICK] 14:06:16  MSTR    bid=$123.64
  [RAW TICK] 14:06:17  MSTR    bid=$123.49
  [RAW TICK] 14:06:17  NVDA    bid=$895.38
  [RAW TICK] 14:06:17  MSTR    bid=$123.56
  [RAW TICK] 14:06:17  COIN    bid=$114.45
  [RAW TICK] 14:06:17  TSLA    bid=$273.8
  [RAW TICK] 14:06:17  AAPL    bid=$214.63
  [RAW TICK] 14:06:17  COIN    bid=$114.55
  [RAW TICK] 14:06:17  COIN    bid=$114.5
  [RAW TICK] 14:06:17  MSTR    bid=$123.63
  [RAW TICK] 14:06:17  COIN    bid=$114.57
  [RAW TICK] 14:06:17  TSLA    bid=$273.76
  [RAW TICK] 14:06:17  TSLA    bid=$273.65
  [RAW TICK] 14:06:17  TSLA    bid=$273.6
  [RAW TICK] 14:06:17  COIN    bid=$114.77
  [RAW TICK] 14:06:17  COIN    bid=$115.03
  [RAW TICK] 14:06:17  TSLA    bid=$273.35
  [RAW TICK] 14:06:17  COIN    bid=$114.89
  [RAW TICK] 14:06:17  MSTR    bid=$123.56
  [RAW TICK] 14:06:17  COIN    bid=$114.91
  [RAW TICK] 14:06:17  AAPL    bid=$214.31
  [RAW TICK] 14:06:17  AAPL    bid=$214.73
  [RAW TICK] 14:06:17  TSLA    bid=$273.31
  [RAW TICK] 14:06:17  TSLA    bid=$273.05
  [RAW TICK] 14:06:17  NVDA    bid=$895.61
  [RAW TICK] 14:06:18  MSTR    bid=$123.64
  [RAW TICK] 14:06:18  TSLA    bid=$272.89
  [RAW TICK] 14:06:18  MSTR    bid=$123.74
  [RAW TICK] 14:06:18  MSTR    bid=$125.02
  [RAW TICK] 14:06:18  COIN    bid=$115.02
  [RAW TICK] 14:06:18  MSTR    bid=$124.91
  [RAW TICK] 14:06:18  NVDA    bid=$895.37
  [RAW TICK] 14:06:18  NVDA    bid=$895.79
  [RAW TICK] 14:06:18  TSLA    bid=$272.91
  [RAW TICK] 14:06:18  TSLA    bid=$272.87
  [RAW TICK] 14:06:18  AAPL    bid=$214.93
  [RAW TICK] 14:06:18  AAPL    bid=$215.1
  [RAW TICK] 14:06:18  TSLA    bid=$272.85
  [RAW TICK] 14:06:18  COIN    bid=$114.99
  [RAW TICK] 14:06:18  COIN    bid=$114.93
  [RAW TICK] 14:06:18  AAPL    bid=$215.08
  [RAW TICK] 14:06:18  AAPL    bid=$214.95
  [RAW TICK] 14:06:18  COIN    bid=$114.98
  [RAW TICK] 14:06:18  AAPL    bid=$214.79
  [RAW TICK] 14:06:18  TSLA    bid=$272.68
  [RAW TICK] 14:06:18  MSTR    bid=$124.93
  [RAW TICK] 14:06:18  NVDA    bid=$895.79
  [RAW TICK] 14:06:18  NVDA    bid=$895.69
  [RAW TICK] 14:06:18  NVDA    bid=$895.71
  [RAW TICK] 14:06:19  NVDA    bid=$895.52
  [RAW TICK] 14:06:19  NVDA    bid=$895.54
  [RAW TICK] 14:06:19  NVDA    bid=$895.68
  [RAW TICK] 14:06:19  MSTR    bid=$125.04
  [RAW TICK] 14:06:19  MSTR    bid=$125.08
  [RAW TICK] 14:06:19  COIN    bid=$114.72
  [RAW TICK] 14:06:19  MSTR    bid=$125.1
  [RAW TICK] 14:06:19  MSTR    bid=$124.97
  [RAW TICK] 14:06:19  TSLA    bid=$272.55
  [RAW TICK] 14:06:19  MSTR    bid=$124.96
  [RAW TICK] 14:06:19  COIN    bid=$114.72
  [RAW TICK] 14:06:19  MSTR    bid=$125.08
  [RAW TICK] 14:06:19  NVDA    bid=$896.04
  [RAW TICK] 14:06:19  MSTR    bid=$124.8
  [RAW TICK] 14:06:19  AAPL    bid=$214.62
  [RAW TICK] 14:06:19  COIN    bid=$114.55
  [RAW TICK] 14:06:19  AAPL    bid=$214.59
  [RAW TICK] 14:06:19  TSLA    bid=$272.38
  [RAW TICK] 14:06:19  AAPL    bid=$214.61
  [RAW TICK] 14:06:19  AAPL    bid=$214.67
  [RAW TICK] 14:06:19  MSTR    bid=$124.88
  [RAW TICK] 14:06:19  MSTR    bid=$125.06
  [RAW TICK] 14:06:19  MSTR    bid=$125.45
  [RAW TICK] 14:06:19  AAPL    bid=$214.73
  [RAW TICK] 14:06:20  MSTR    bid=$125.13
  [RAW TICK] 14:06:20  NVDA    bid=$896.13
  [RAW TICK] 14:06:20  AAPL    bid=$214.67
  [RAW TICK] 14:06:20  NVDA    bid=$896.05
  [RAW TICK] 14:06:20  COIN    bid=$114.34
  [RAW TICK] 14:06:20  COIN    bid=$114.07
  [RAW TICK] 14:06:20  COIN    bid=$114.42
  [RAW TICK] 14:06:20  TSLA    bid=$272.61
  [RAW TICK] 14:06:20  MSTR    bid=$124.96
  [RAW TICK] 14:06:20  AAPL    bid=$214.82
  [RAW TICK] 14:06:20  COIN    bid=$114.11
  [RAW TICK] 14:06:20  TSLA    bid=$272.44
  [RAW TICK] 14:06:20  MSTR    bid=$124.96
  [RAW TICK] 14:06:20  AAPL    bid=$214.7
  [RAW TICK] 14:06:20  NVDA    bid=$895.99
  [RAW TICK] 14:06:20  MSTR    bid=$124.7
  [RAW TICK] 14:06:20  MSTR    bid=$124.48
  [RAW TICK] 14:06:20  MSTR    bid=$124.17
  [RAW TICK] 14:06:20  AAPL    bid=$214.61
  [RAW TICK] 14:06:20  AAPL    bid=$214.34
  [RAW TICK] 14:06:20  MSTR    bid=$124.13
  [RAW TICK] 14:06:20  AAPL    bid=$214.26
  [RAW TICK] 14:06:20  AAPL    bid=$214.56
  [RAW TICK] 14:06:20  MSTR    bid=$124.14
  [RAW TICK] 14:06:21  COIN    bid=$113.82
  [RAW TICK] 14:06:21  AAPL    bid=$214.46
  [RAW TICK] 14:06:21  NVDA    bid=$895.86
  [RAW TICK] 14:06:21  AAPL    bid=$214.55
  [RAW TICK] 14:06:21  NVDA    bid=$896.03
  [RAW TICK] 14:06:21  NVDA    bid=$896.03
  [RAW TICK] 14:06:21  TSLA    bid=$272.28
  [RAW TICK] 14:06:21  AAPL    bid=$214.93
  [RAW TICK] 14:06:21  COIN    bid=$113.74
  [RAW TICK] 14:06:21  TSLA    bid=$272.42
  [RAW TICK] 14:06:21  COIN    bid=$113.77
  [RAW TICK] 14:06:21  TSLA    bid=$272.22
  [RAW TICK] 14:06:21  NVDA    bid=$896.3
  [RAW TICK] 14:06:21  AAPL    bid=$215.06
  [RAW TICK] 14:06:21  MSTR    bid=$123.93
  [RAW TICK] 14:06:21  TSLA    bid=$273.68
  [RAW TICK] 14:06:21  NVDA    bid=$896.4
  [RAW TICK] 14:06:21  NVDA    bid=$896.49
  [RAW TICK] 14:06:21  COIN    bid=$113.8
  [RAW TICK] 14:06:21  AAPL    bid=$215.18
  [RAW TICK] 14:06:21  NVDA    bid=$896.52
  [RAW TICK] 14:06:21  TSLA    bid=$273.82
  [RAW TICK] 14:06:21  MSTR    bid=$123.79
  [RAW TICK] 14:06:22  NVDA    bid=$896.35
  [RAW TICK] 14:06:22  NVDA    bid=$896.21
  [RAW TICK] 14:06:22  TSLA    bid=$273.8
  [RAW TICK] 14:06:22  MSTR    bid=$124.05
  [RAW TICK] 14:06:22  COIN    bid=$113.95
  [RAW TICK] 14:06:22  MSTR    bid=$124.02
  [RAW TICK] 14:06:22  COIN    bid=$113.97
  [RAW TICK] 14:06:22  NVDA    bid=$896.04
  [RAW TICK] 14:06:22  MSTR    bid=$123.95
  [RAW TICK] 14:06:22  TSLA    bid=$273.93
  [RAW TICK] 14:06:22  COIN    bid=$113.96
  [RAW TICK] 14:06:22  AAPL    bid=$215.23
  [RAW TICK] 14:06:22  COIN    bid=$113.94
  [RAW TICK] 14:06:22  NVDA    bid=$896.06
  [RAW TICK] 14:06:22  COIN    bid=$114.08
  [RAW TICK] 14:06:22  MSTR    bid=$124.03
  [RAW TICK] 14:06:22  MSTR    bid=$124.12
  [RAW TICK] 14:06:22  COIN    bid=$114.13
  [RAW TICK] 14:06:22  TSLA    bid=$274.05
  [RAW TICK] 14:06:22  AAPL    bid=$215.24
  [RAW TICK] 14:06:22  AAPL    bid=$215.33
  [RAW TICK] 14:06:22  AAPL    bid=$215.34
  [RAW TICK] 14:06:22  COIN    bid=$115.22
  [RAW TICK] 14:06:22  NVDA    bid=$896.11
  [RAW TICK] 14:06:23  MSTR    bid=$124.05
  [RAW TICK] 14:06:23  AAPL    bid=$215.36
  [RAW TICK] 14:06:23  NVDA    bid=$896.22
  [RAW TICK] 14:06:23  TSLA    bid=$274.0
  [RAW TICK] 14:06:23  NVDA    bid=$896.39
  [RAW TICK] 14:06:23  COIN    bid=$115.18
  [RAW TICK] 14:06:23  TSLA    bid=$274.04
  [RAW TICK] 14:06:23  COIN    bid=$115.12
  [RAW TICK] 14:06:23  AAPL    bid=$215.36
  [RAW TICK] 14:06:23  NVDA    bid=$896.23
  [RAW TICK] 14:06:23  AAPL    bid=$215.61
  [RAW TICK] 14:06:23  MSTR    bid=$124.11
  [RAW TICK] 14:06:23  TSLA    bid=$275.0
  [RAW TICK] 14:06:23  TSLA    bid=$275.08
  [RAW TICK] 14:06:23  AAPL    bid=$215.59
  [RAW TICK] 14:06:23  TSLA    bid=$275.15
  [RAW TICK] 14:06:23  AAPL    bid=$215.85
  [RAW TICK] 14:06:23  MSTR    bid=$124.38
  [RAW TICK] 14:06:23  NVDA    bid=$896.31
  [RAW TICK] 14:06:23  NVDA    bid=$896.23
  [RAW TICK] 14:06:23  NVDA    bid=$896.26
  [RAW TICK] 14:06:23  NVDA    bid=$896.27
  [RAW TICK] 14:06:23  NVDA    bid=$896.5
  [RAW TICK] 14:06:23  COIN    bid=$115.15
  [RAW TICK] 14:06:24  AAPL    bid=$215.71
  [RAW TICK] 14:06:24  COIN    bid=$115.21
