  Session log : spot_check_logs\log2.txt  (started 2026-06-01 13:58:52)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 13:59:12  TSLA    bid=$250.33
  [RAW TICK] 13:59:13  NVDA    bid=$881.16
  [RAW TICK] 13:59:13  NVDA    bid=$881.48
  [RAW TICK] 13:59:13  TSLA    bid=$250.26
  [RAW TICK] 13:59:13  NVDA    bid=$881.37
  [RAW TICK] 13:59:13  MSTR    bid=$100.96
  [RAW TICK] 13:59:13  MSTR    bid=$101.05
  [RAW TICK] 13:59:13  TSLA    bid=$250.31
  [RAW TICK] 13:59:13  AAPL    bid=$194.75
  [RAW TICK] 13:59:13  MSTR    bid=$100.99
  [RAW TICK] 13:59:13  COIN    bid=$100.09
  [RAW TICK] 13:59:13  MSTR    bid=$100.98
  [RAW TICK] 13:59:13  NVDA    bid=$881.21
  [RAW TICK] 13:59:13  MSTR    bid=$100.81
  [RAW TICK] 13:59:13  COIN    bid=$99.93
  [RAW TICK] 13:59:13  AAPL    bid=$194.51
  [RAW TICK] 13:59:13  NVDA    bid=$881.12
  [RAW TICK] 13:59:13  MSTR    bid=$100.96
  [RAW TICK] 13:59:13  AAPL    bid=$194.66
  [RAW TICK] 13:59:13  AAPL    bid=$194.68
  [RAW TICK] 13:59:13  TSLA    bid=$250.22
  [RAW TICK] 13:59:13  COIN    bid=$99.83
  [RAW TICK] 13:59:13  TSLA    bid=$250.0
  [RAW TICK] 13:59:13  COIN    bid=$100.03
  [RAW TICK] 13:59:13  MSTR    bid=$100.96
  [RAW TICK] 13:59:14  NVDA    bid=$881.43
  [RAW TICK] 13:59:14  COIN    bid=$99.67
  [RAW TICK] 13:59:14  MSTR    bid=$101.1
  [RAW TICK] 13:59:14  MSTR    bid=$101.24
  [RAW TICK] 13:59:14  MSTR    bid=$101.45
  [RAW TICK] 13:59:14  MSTR    bid=$101.54
  [RAW TICK] 13:59:14  COIN    bid=$99.77
  [RAW TICK] 13:59:14  MSTR    bid=$101.68
  [RAW TICK] 13:59:14  NVDA    bid=$881.49
  [RAW TICK] 13:59:14  AAPL    bid=$194.44
  [RAW TICK] 13:59:14  AAPL    bid=$194.18
  [RAW TICK] 13:59:14  MSTR    bid=$101.64
  [RAW TICK] 13:59:14  MSTR    bid=$101.84
  [RAW TICK] 13:59:14  COIN    bid=$100.01
  [RAW TICK] 13:59:14  MSTR    bid=$101.72
  [RAW TICK] 13:59:14  MSTR    bid=$101.72
  [RAW TICK] 13:59:14  AAPL    bid=$194.31
  [RAW TICK] 13:59:14  NVDA    bid=$881.6
  [RAW TICK] 13:59:14  AAPL    bid=$194.25
  [RAW TICK] 13:59:14  TSLA    bid=$250.03
  [RAW TICK] 13:59:14  MSTR    bid=$101.7
  [RAW TICK] 13:59:14  TSLA    bid=$249.96
  [RAW TICK] 13:59:14  NVDA    bid=$881.72
  [RAW TICK] 13:59:14  COIN    bid=$100.1
  [RAW TICK] 13:59:15  NVDA    bid=$881.94
  [RAW TICK] 13:59:15  AAPL    bid=$195.71
  [RAW TICK] 13:59:15  NVDA    bid=$881.98
  [RAW TICK] 13:59:15  TSLA    bid=$250.09
  [RAW TICK] 13:59:15  COIN    bid=$99.78
  [RAW TICK] 13:59:15  AAPL    bid=$195.86
  [RAW TICK] 13:59:15  NVDA    bid=$882.83
  [RAW TICK] 13:59:15  NVDA    bid=$883.0
  [RAW TICK] 13:59:15  NVDA    bid=$883.01
  [RAW TICK] 13:59:15  AAPL    bid=$195.82
  [RAW TICK] 13:59:15  AAPL    bid=$197.21

  [THRESHOLD TRIP] AAPL  bid=$197.21  band=$196.19  (mean=194.88, sigma=0.6550, breach=3.56σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:59:15  TSLA    bid=$250.15
  [RAW TICK] 13:59:15  NVDA    bid=$883.22
  [RAW TICK] 13:59:15  COIN    bid=$99.63
  [RAW TICK] 13:59:15  MSTR    bid=$101.45
  [RAW TICK] 13:59:15  COIN    bid=$99.85
  [RAW TICK] 13:59:16  AAPL    bid=$197.35
  [RAW TICK] 13:59:16  MSTR    bid=$101.49
  [RAW TICK] 13:59:16  MSTR    bid=$101.79
  [RAW TICK] 13:59:16  COIN    bid=$99.91
  [RAW TICK] 13:59:16  COIN    bid=$100.3
  [RAW TICK] 13:59:16  NVDA    bid=$883.36
  [RAW TICK] 13:59:16  NVDA    bid=$883.53
  [RAW TICK] 13:59:16  AAPL    bid=$197.29
  [RAW TICK] 13:59:16  TSLA    bid=$250.16
  [RAW TICK] 13:59:16  AAPL    bid=$197.32
  [RAW TICK] 13:59:16  AAPL    bid=$197.18
  [RAW TICK] 13:59:16  MSTR    bid=$101.82
  [RAW TICK] 13:59:16  NVDA    bid=$883.7
  [RAW TICK] 13:59:16  MSTR    bid=$101.58
  [RAW TICK] 13:59:16  AAPL    bid=$197.13
  [RAW TICK] 13:59:16  TSLA    bid=$250.01
  [RAW TICK] 13:59:16  MSTR    bid=$101.52
  [RAW TICK] 13:59:16  COIN    bid=$100.59
  [RAW TICK] 13:59:16  COIN    bid=$100.71
  [RAW TICK] 13:59:16  TSLA    bid=$249.95
  [RAW TICK] 13:59:16  MSTR    bid=$101.65
  [RAW TICK] 13:59:16  MSTR    bid=$101.62
  [RAW TICK] 13:59:16  TSLA    bid=$250.14
  [RAW TICK] 13:59:16  MSTR    bid=$101.5
  [RAW TICK] 13:59:17  TSLA    bid=$250.08
  [RAW TICK] 13:59:17  AAPL    bid=$197.21
  [RAW TICK] 13:59:17  NVDA    bid=$883.76
  [RAW TICK] 13:59:17  AAPL    bid=$197.25
  [RAW TICK] 13:59:17  TSLA    bid=$250.44
  [RAW TICK] 13:59:17  COIN    bid=$101.13
  [RAW TICK] 13:59:17  NVDA    bid=$883.96
  [RAW TICK] 13:59:17  NVDA    bid=$883.97
  [RAW TICK] 13:59:17  NVDA    bid=$883.75
  [RAW TICK] 13:59:17  NVDA    bid=$883.81
  [RAW TICK] 13:59:17  NVDA    bid=$883.77
  [RAW TICK] 13:59:17  COIN    bid=$100.99
  [RAW TICK] 13:59:17  AAPL    bid=$197.48
  [RAW TICK] 13:59:17  NVDA    bid=$883.52
  [RAW TICK] 13:59:17  COIN    bid=$101.26
  [RAW TICK] 13:59:17  COIN    bid=$101.29
  [RAW TICK] 13:59:17  COIN    bid=$101.44
  [RAW TICK] 13:59:17  TSLA    bid=$250.55
  [RAW TICK] 13:59:17  NVDA    bid=$883.31
  [RAW TICK] 13:59:17  MSTR    bid=$101.59
  [RAW TICK] 13:59:17  COIN    bid=$101.62
  [RAW TICK] 13:59:17  NVDA    bid=$883.09
  [RAW TICK] 13:59:17  MSTR    bid=$101.72
  [RAW TICK] 13:59:17  MSTR    bid=$101.51
  [RAW TICK] 13:59:18  TSLA    bid=$250.71
  [RAW TICK] 13:59:18  MSTR    bid=$101.56
  [RAW TICK] 13:59:18  NVDA    bid=$883.13
  [RAW TICK] 13:59:18  MSTR    bid=$101.54
  [RAW TICK] 13:59:18  COIN    bid=$101.53
  [RAW TICK] 13:59:18  COIN    bid=$101.57
  [RAW TICK] 13:59:18  COIN    bid=$101.58
  [RAW TICK] 13:59:18  COIN    bid=$101.5
  [RAW TICK] 13:59:18  TSLA    bid=$250.8
  [RAW TICK] 13:59:18  COIN    bid=$101.56
  [RAW TICK] 13:59:18  COIN    bid=$101.52
  [RAW TICK] 13:59:18  TSLA    bid=$250.55
  [RAW TICK] 13:59:18  COIN    bid=$101.43
  [RAW TICK] 13:59:18  NVDA    bid=$883.09
  [RAW TICK] 13:59:18  MSTR    bid=$101.54
  [RAW TICK] 13:59:18  TSLA    bid=$250.46
  [RAW TICK] 13:59:18  TSLA    bid=$251.54
  [RAW TICK] 13:59:18  COIN    bid=$101.45
  [RAW TICK] 13:59:18  NVDA    bid=$883.07
  [RAW TICK] 13:59:18  MSTR    bid=$101.46
  [RAW TICK] 13:59:18  COIN    bid=$101.4
  [RAW TICK] 13:59:18  COIN    bid=$101.21
  [RAW TICK] 13:59:18  AAPL    bid=$197.26
  [RAW TICK] 13:59:18  AAPL    bid=$197.21
  [RAW TICK] 13:59:19  MSTR    bid=$101.46
  [RAW TICK] 13:59:19  TSLA    bid=$251.5
  [RAW TICK] 13:59:19  AAPL    bid=$197.32
  [RAW TICK] 13:59:19  TSLA    bid=$251.43
  [RAW TICK] 13:59:19  MSTR    bid=$101.33
  [RAW TICK] 13:59:19  TSLA    bid=$251.53
  [RAW TICK] 13:59:19  TSLA    bid=$251.26
  [RAW TICK] 13:59:19  AAPL    bid=$197.25
  [RAW TICK] 13:59:19  COIN    bid=$101.09
  [RAW TICK] 13:59:19  TSLA    bid=$251.29
  [RAW TICK] 13:59:19  AAPL    bid=$197.21
  [RAW TICK] 13:59:19  NVDA    bid=$882.99
  [RAW TICK] 13:59:19  AAPL    bid=$197.45
  [RAW TICK] 13:59:19  MSTR    bid=$101.46
  [RAW TICK] 13:59:19  MSTR    bid=$101.37
  [RAW TICK] 13:59:19  MSTR    bid=$101.19
  [RAW TICK] 13:59:19  AAPL    bid=$197.37
  [RAW TICK] 13:59:19  NVDA    bid=$882.83
  [RAW TICK] 13:59:19  COIN    bid=$101.13
  [RAW TICK] 13:59:19  MSTR    bid=$101.02
  [RAW TICK] 13:59:19  AAPL    bid=$197.27
  [RAW TICK] 13:59:19  AAPL    bid=$197.28
  [RAW TICK] 13:59:19  COIN    bid=$101.99
  [RAW TICK] 13:59:19  AAPL    bid=$197.02
  [RAW TICK] 13:59:20  TSLA    bid=$251.18
  [RAW TICK] 13:59:20  MSTR    bid=$101.07
  [RAW TICK] 13:59:20  MSTR    bid=$101.06
  [RAW TICK] 13:59:20  TSLA    bid=$250.97
  [RAW TICK] 13:59:20  TSLA    bid=$250.93
  [RAW TICK] 13:59:20  NVDA    bid=$882.82
  [RAW TICK] 13:59:20  COIN    bid=$102.27
  [RAW TICK] 13:59:20  MSTR    bid=$101.52
  [RAW TICK] 13:59:20  TSLA    bid=$250.93
  [RAW TICK] 13:59:20  NVDA    bid=$882.84
  [RAW TICK] 13:59:20  MSTR    bid=$101.39
  [RAW TICK] 13:59:20  TSLA    bid=$250.7
  [RAW TICK] 13:59:20  TSLA    bid=$250.57
  [RAW TICK] 13:59:20  MSTR    bid=$101.16
  [RAW TICK] 13:59:20  NVDA    bid=$882.82
  [RAW TICK] 13:59:20  AAPL    bid=$196.76
  [RAW TICK] 13:59:20  TSLA    bid=$250.61
  [RAW TICK] 13:59:20  NVDA    bid=$882.63
  [RAW TICK] 13:59:20  NVDA    bid=$882.68
  [RAW TICK] 13:59:20  COIN    bid=$102.22
  [RAW TICK] 13:59:20  COIN    bid=$102.18
  [RAW TICK] 13:59:20  TSLA    bid=$250.61
  [RAW TICK] 13:59:20  NVDA    bid=$882.64
  [RAW TICK] 13:59:20  NVDA    bid=$882.68
  [RAW TICK] 13:59:21  TSLA    bid=$250.66
  [RAW TICK] 13:59:21  TSLA    bid=$250.36
  [RAW TICK] 13:59:21  NVDA    bid=$882.67
  [RAW TICK] 13:59:21  NVDA    bid=$882.67
  [RAW TICK] 13:59:21  NVDA    bid=$882.77
  [RAW TICK] 13:59:21  AAPL    bid=$196.63
  [RAW TICK] 13:59:21  COIN    bid=$102.3
  [RAW TICK] 13:59:21  COIN    bid=$102.43
  [RAW TICK] 13:59:21  MSTR    bid=$101.05
  [RAW TICK] 13:59:21  TSLA    bid=$250.53
  [RAW TICK] 13:59:21  MSTR    bid=$101.26
  [RAW TICK] 13:59:21  MSTR    bid=$101.15
  [RAW TICK] 13:59:21  COIN    bid=$102.47
  [RAW TICK] 13:59:21  COIN    bid=$102.56
  [RAW TICK] 13:59:21  TSLA    bid=$250.34
  [RAW TICK] 13:59:21  MSTR    bid=$101.22
  [RAW TICK] 13:59:21  TSLA    bid=$250.25
  [RAW TICK] 13:59:21  MSTR    bid=$101.22
  [RAW TICK] 13:59:21  COIN    bid=$102.71
  [RAW TICK] 13:59:21  TSLA    bid=$250.12
  [RAW TICK] 13:59:21  TSLA    bid=$250.0
  [RAW TICK] 13:59:21  MSTR    bid=$100.97
  [RAW TICK] 13:59:21  MSTR    bid=$100.97
  [RAW TICK] 13:59:21  NVDA    bid=$882.77
  [RAW TICK] 13:59:22  COIN    bid=$102.36
  [RAW TICK] 13:59:22  COIN    bid=$102.3
  [RAW TICK] 13:59:22  NVDA    bid=$882.81
  [RAW TICK] 13:59:22  COIN    bid=$102.0
  [RAW TICK] 13:59:22  AAPL    bid=$196.51
  [RAW TICK] 13:59:22  AAPL    bid=$196.54
  [RAW TICK] 13:59:22  MSTR    bid=$101.07
  [RAW TICK] 13:59:22  NVDA    bid=$882.77
  [RAW TICK] 13:59:22  TSLA    bid=$249.99
  [RAW TICK] 13:59:22  MSTR    bid=$100.99
  [RAW TICK] 13:59:22  MSTR    bid=$100.88
  [RAW TICK] 13:59:22  AAPL    bid=$196.59
  [RAW TICK] 13:59:22  AAPL    bid=$196.52
  [RAW TICK] 13:59:22  MSTR    bid=$101.09
  [RAW TICK] 13:59:22  TSLA    bid=$250.1
  [RAW TICK] 13:59:22  COIN    bid=$102.17
  [RAW TICK] 13:59:22  NVDA    bid=$882.67
  [RAW TICK] 13:59:22  MSTR    bid=$101.05
  [RAW TICK] 13:59:22  COIN    bid=$102.5
  [RAW TICK] 13:59:22  NVDA    bid=$883.06
  [RAW TICK] 13:59:22  NVDA    bid=$883.13
  [RAW TICK] 13:59:22  TSLA    bid=$250.29
  [RAW TICK] 13:59:22  TSLA    bid=$250.1
  [RAW TICK] 13:59:22  MSTR    bid=$100.94
  [RAW TICK] 13:59:23  MSTR    bid=$101.11
  [RAW TICK] 13:59:23  COIN    bid=$102.54
  [RAW TICK] 13:59:23  COIN    bid=$102.77
  [RAW TICK] 13:59:23  AAPL    bid=$196.45
  [RAW TICK] 13:59:23  TSLA    bid=$250.05
  [RAW TICK] 13:59:23  COIN    bid=$102.66
  [RAW TICK] 13:59:23  TSLA    bid=$250.15
  [RAW TICK] 13:59:23  MSTR    bid=$101.28
  [RAW TICK] 13:59:23  MSTR    bid=$101.21
  [RAW TICK] 13:59:23  COIN    bid=$102.5
  [RAW TICK] 13:59:23  TSLA    bid=$250.18
  [RAW TICK] 13:59:23  TSLA    bid=$250.17
  [RAW TICK] 13:59:23  COIN    bid=$102.74
  [RAW TICK] 13:59:23  COIN    bid=$102.79
  [RAW TICK] 13:59:23  MSTR    bid=$102.55
  [RAW TICK] 13:59:23  NVDA    bid=$883.3
  [RAW TICK] 13:59:23  TSLA    bid=$250.36
  [RAW TICK] 13:59:23  MSTR    bid=$102.62
  [RAW TICK] 13:59:23  COIN    bid=$102.72
  [RAW TICK] 13:59:23  AAPL    bid=$196.49
  [RAW TICK] 13:59:23  MSTR    bid=$102.52
  [RAW TICK] 13:59:23  AAPL    bid=$196.66
  [RAW TICK] 13:59:23  COIN    bid=$103.81
  [RAW TICK] 13:59:23  MSTR    bid=$102.55
  [RAW TICK] 13:59:24  AAPL    bid=$196.51
  [RAW TICK] 13:59:24  TSLA    bid=$250.01
  [RAW TICK] 13:59:24  COIN    bid=$103.81
  [RAW TICK] 13:59:24  COIN    bid=$103.9
  [RAW TICK] 13:59:24  AAPL    bid=$196.62
  [RAW TICK] 13:59:24  MSTR    bid=$102.3
  [RAW TICK] 13:59:24  NVDA    bid=$883.52
  [RAW TICK] 13:59:24  COIN    bid=$104.79
  [RAW TICK] 13:59:24  COIN    bid=$104.79
  [RAW TICK] 13:59:24  TSLA    bid=$250.08
  [RAW TICK] 13:59:24  NVDA    bid=$883.66
  [RAW TICK] 13:59:24  AAPL    bid=$196.69
  [RAW TICK] 13:59:24  NVDA    bid=$883.66
  [RAW TICK] 13:59:24  NVDA    bid=$884.06
  [RAW TICK] 13:59:24  TSLA    bid=$250.14
  [RAW TICK] 13:59:24  COIN    bid=$104.72
  [RAW TICK] 13:59:24  COIN    bid=$104.42
  [RAW TICK] 13:59:24  COIN    bid=$104.4
  [RAW TICK] 13:59:24  NVDA    bid=$883.84
  [RAW TICK] 13:59:24  COIN    bid=$104.25
  [RAW TICK] 13:59:24  NVDA    bid=$883.85
  [RAW TICK] 13:59:24  COIN    bid=$104.19
  [RAW TICK] 13:59:24  NVDA    bid=$883.69
  [RAW TICK] 13:59:24  COIN    bid=$104.09
  [RAW TICK] 13:59:25  MSTR    bid=$102.29
  [RAW TICK] 13:59:25  MSTR    bid=$102.43
  [RAW TICK] 13:59:25  AAPL    bid=$196.61
  [RAW TICK] 13:59:25  NVDA    bid=$883.73
  [RAW TICK] 13:59:25  NVDA    bid=$883.93
  [RAW TICK] 13:59:25  TSLA    bid=$250.35
  [RAW TICK] 13:59:25  AAPL    bid=$196.96
  [RAW TICK] 13:59:25  TSLA    bid=$250.64
  [RAW TICK] 13:59:25  COIN    bid=$104.24
  [RAW TICK] 13:59:25  NVDA    bid=$883.86
  [RAW TICK] 13:59:25  TSLA    bid=$250.7
  [RAW TICK] 13:59:25  COIN    bid=$104.41
  [RAW TICK] 13:59:25  AAPL    bid=$197.2
  [RAW TICK] 13:59:25  NVDA    bid=$883.9
  [RAW TICK] 13:59:25  COIN    bid=$104.18
  [RAW TICK] 13:59:25  MSTR    bid=$102.41
  [RAW TICK] 13:59:25  AAPL    bid=$197.44
  [RAW TICK] 13:59:25  TSLA    bid=$250.75
  [RAW TICK] 13:59:25  NVDA    bid=$883.73
  [RAW TICK] 13:59:25  NVDA    bid=$884.06
  [RAW TICK] 13:59:25  COIN    bid=$104.08
  [RAW TICK] 13:59:25  NVDA    bid=$884.09
  [RAW TICK] 13:59:25  COIN    bid=$104.15
  [RAW TICK] 13:59:25  COIN    bid=$104.31
  [RAW TICK] 13:59:26  AAPL    bid=$197.75
  [RAW TICK] 13:59:26  TSLA    bid=$250.76
  [RAW TICK] 13:59:26  MSTR    bid=$102.48
  [RAW TICK] 13:59:26  COIN    bid=$105.64
  [RAW TICK] 13:59:26  NVDA    bid=$884.18
  [RAW TICK] 13:59:26  MSTR    bid=$103.6
  [RAW TICK] 13:59:26  AAPL    bid=$197.67
  [RAW TICK] 13:59:26  AAPL    bid=$197.57
  [RAW TICK] 13:59:26  COIN    bid=$105.92
  [RAW TICK] 13:59:26  MSTR    bid=$103.41
  [RAW TICK] 13:59:26  NVDA    bid=$884.05
  [RAW TICK] 13:59:26  TSLA    bid=$251.08
  [RAW TICK] 13:59:26  TSLA    bid=$251.1
  [RAW TICK] 13:59:26  COIN    bid=$105.67
  [RAW TICK] 13:59:26  TSLA    bid=$250.87
  [RAW TICK] 13:59:26  NVDA    bid=$883.92
  [RAW TICK] 13:59:26  AAPL    bid=$197.44
  [RAW TICK] 13:59:26  MSTR    bid=$103.27
  [RAW TICK] 13:59:26  MSTR    bid=$103.07
  [RAW TICK] 13:59:26  NVDA    bid=$884.1
  [RAW TICK] 13:59:26  MSTR    bid=$102.94
  [RAW TICK] 13:59:26  AAPL    bid=$197.39
  [RAW TICK] 13:59:26  AAPL    bid=$197.54
  [RAW TICK] 13:59:27  AAPL    bid=$197.46
  [RAW TICK] 13:59:27  TSLA    bid=$250.76
  [RAW TICK] 13:59:27  MSTR    bid=$102.98
  [RAW TICK] 13:59:27  AAPL    bid=$197.34
  [RAW TICK] 13:59:27  MSTR    bid=$102.88
  [RAW TICK] 13:59:27  NVDA    bid=$883.96
  [RAW TICK] 13:59:27  TSLA    bid=$250.67
  [RAW TICK] 13:59:27  NVDA    bid=$884.15
  [RAW TICK] 13:59:27  AAPL    bid=$197.36
  [RAW TICK] 13:59:27  COIN    bid=$105.58
  [RAW TICK] 13:59:27  TSLA    bid=$250.87
  [RAW TICK] 13:59:27  TSLA    bid=$250.76
  [RAW TICK] 13:59:27  NVDA    bid=$884.13
  [RAW TICK] 13:59:27  COIN    bid=$105.37
  [RAW TICK] 13:59:27  NVDA    bid=$884.08
  [RAW TICK] 13:59:27  AAPL    bid=$197.39
  [RAW TICK] 13:59:27  AAPL    bid=$197.3
  [RAW TICK] 13:59:27  NVDA    bid=$884.3
  [RAW TICK] 13:59:27  NVDA    bid=$884.26
  [RAW TICK] 13:59:27  NVDA    bid=$884.18
  [RAW TICK] 13:59:27  TSLA    bid=$250.81
  [RAW TICK] 13:59:27  NVDA    bid=$884.18
  [RAW TICK] 13:59:27  AAPL    bid=$197.38
  [RAW TICK] 13:59:27  MSTR    bid=$102.83
  [RAW TICK] 13:59:28  COIN    bid=$105.53
  [RAW TICK] 13:59:28  NVDA    bid=$884.07
  [RAW TICK] 13:59:28  TSLA    bid=$250.73
  [RAW TICK] 13:59:28  NVDA    bid=$884.09
  [RAW TICK] 13:59:28  MSTR    bid=$102.87
  [RAW TICK] 13:59:28  TSLA    bid=$250.66
  [RAW TICK] 13:59:28  AAPL    bid=$197.32
  [RAW TICK] 13:59:28  TSLA    bid=$250.71
  [RAW TICK] 13:59:28  TSLA    bid=$250.64
  [RAW TICK] 13:59:28  AAPL    bid=$197.1
  [RAW TICK] 13:59:28  COIN    bid=$105.57
  [RAW TICK] 13:59:28  AAPL    bid=$197.18
  [RAW TICK] 13:59:28  MSTR    bid=$102.91
  [RAW TICK] 13:59:28  TSLA    bid=$250.54
  [RAW TICK] 13:59:28  TSLA    bid=$250.43
  [RAW TICK] 13:59:28  COIN    bid=$105.34
  [RAW TICK] 13:59:28  NVDA    bid=$884.33
  [RAW TICK] 13:59:28  MSTR    bid=$102.71
  [RAW TICK] 13:59:28  TSLA    bid=$250.35
  [RAW TICK] 13:59:28  NVDA    bid=$884.57
  [RAW TICK] 13:59:28  TSLA    bid=$250.13
  [RAW TICK] 13:59:28  MSTR    bid=$102.72
  [RAW TICK] 13:59:28  TSLA    bid=$250.16
  [RAW TICK] 13:59:28  AAPL    bid=$197.4
  [RAW TICK] 13:59:29  TSLA    bid=$250.29
  [RAW TICK] 13:59:29  MSTR    bid=$102.92
  [RAW TICK] 13:59:29  AAPL    bid=$197.59
  [RAW TICK] 13:59:29  NVDA    bid=$884.42
  [RAW TICK] 13:59:29  NVDA    bid=$884.23
  [RAW TICK] 13:59:29  TSLA    bid=$250.43
  [RAW TICK] 13:59:29  TSLA    bid=$250.63
  [RAW TICK] 13:59:29  MSTR    bid=$103.04
  [RAW TICK] 13:59:29  COIN    bid=$105.32
  [RAW TICK] 13:59:29  TSLA    bid=$250.88
  [RAW TICK] 13:59:29  COIN    bid=$105.19
  [RAW TICK] 13:59:29  MSTR    bid=$103.14
  [RAW TICK] 13:59:29  COIN    bid=$105.26
  [RAW TICK] 13:59:29  AAPL    bid=$197.49
  [RAW TICK] 13:59:29  MSTR    bid=$103.21
  [RAW TICK] 13:59:29  NVDA    bid=$885.69
  [RAW TICK] 13:59:29  TSLA    bid=$250.82
  [RAW TICK] 13:59:29  AAPL    bid=$197.52
  [RAW TICK] 13:59:29  NVDA    bid=$885.7
  [RAW TICK] 13:59:29  AAPL    bid=$197.53
  [RAW TICK] 13:59:29  AAPL    bid=$197.59
  [RAW TICK] 13:59:29  NVDA    bid=$885.43
  [RAW TICK] 13:59:29  MSTR    bid=$102.8
  [RAW TICK] 13:59:29  NVDA    bid=$885.59
  [RAW TICK] 13:59:30  TSLA    bid=$250.67
  [RAW TICK] 13:59:30  TSLA    bid=$250.75
  [RAW TICK] 13:59:30  TSLA    bid=$250.79
  [RAW TICK] 13:59:30  NVDA    bid=$885.47
  [RAW TICK] 13:59:30  MSTR    bid=$102.88
  [RAW TICK] 13:59:30  MSTR    bid=$102.87
  [RAW TICK] 13:59:30  NVDA    bid=$885.37
  [RAW TICK] 13:59:30  TSLA    bid=$250.69
  [RAW TICK] 13:59:30  COIN    bid=$105.43
  [RAW TICK] 13:59:30  COIN    bid=$105.48
  [RAW TICK] 13:59:30  TSLA    bid=$250.87
  [RAW TICK] 13:59:30  TSLA    bid=$250.89
  [RAW TICK] 13:59:30  TSLA    bid=$250.94
  [RAW TICK] 13:59:30  AAPL    bid=$197.67
  [RAW TICK] 13:59:30  MSTR    bid=$102.75
  [RAW TICK] 13:59:30  AAPL    bid=$197.78
  [RAW TICK] 13:59:30  TSLA    bid=$251.21
  [RAW TICK] 13:59:30  MSTR    bid=$102.49
  [RAW TICK] 13:59:30  COIN    bid=$105.44
  [RAW TICK] 13:59:30  AAPL    bid=$197.88
  [RAW TICK] 13:59:30  NVDA    bid=$885.45
  [RAW TICK] 13:59:30  TSLA    bid=$251.37
  [RAW TICK] 13:59:30  MSTR    bid=$102.36
  [RAW TICK] 13:59:30  AAPL    bid=$197.97
  [RAW TICK] 13:59:31  NVDA    bid=$885.67
  [RAW TICK] 13:59:31  NVDA    bid=$885.66
  [RAW TICK] 13:59:31  NVDA    bid=$885.81
  [RAW TICK] 13:59:31  MSTR    bid=$102.12
  [RAW TICK] 13:59:31  MSTR    bid=$102.13
  [RAW TICK] 13:59:31  MSTR    bid=$102.01
  [RAW TICK] 13:59:31  NVDA    bid=$885.98
  [RAW TICK] 13:59:31  TSLA    bid=$251.3
  [RAW TICK] 13:59:31  AAPL    bid=$198.3
  [RAW TICK] 13:59:31  AAPL    bid=$198.3
  [RAW TICK] 13:59:31  NVDA    bid=$886.0
  [RAW TICK] 13:59:31  NVDA    bid=$886.01
  [RAW TICK] 13:59:31  COIN    bid=$105.42
  [RAW TICK] 13:59:31  TSLA    bid=$251.26
  [RAW TICK] 13:59:31  NVDA    bid=$886.16
  [RAW TICK] 13:59:31  NVDA    bid=$886.24
  [RAW TICK] 13:59:31  NVDA    bid=$886.06
  [RAW TICK] 13:59:31  COIN    bid=$105.64
  [RAW TICK] 13:59:31  COIN    bid=$105.73
  [RAW TICK] 13:59:31  MSTR    bid=$102.14
  [RAW TICK] 13:59:31  COIN    bid=$107.08
  [RAW TICK] 13:59:31  AAPL    bid=$198.37
  [RAW TICK] 13:59:31  COIN    bid=$107.04
  [RAW TICK] 13:59:31  TSLA    bid=$251.2
  [RAW TICK] 13:59:32  AAPL    bid=$198.55
  [RAW TICK] 13:59:32  MSTR    bid=$102.19
  [RAW TICK] 13:59:32  TSLA    bid=$251.15
  [RAW TICK] 13:59:32  AAPL    bid=$198.42
  [RAW TICK] 13:59:32  TSLA    bid=$251.16
  [RAW TICK] 13:59:32  COIN    bid=$107.15
  [RAW TICK] 13:59:32  MSTR    bid=$102.28
  [RAW TICK] 13:59:32  MSTR    bid=$102.37
  [RAW TICK] 13:59:32  NVDA    bid=$886.08
  [RAW TICK] 13:59:32  MSTR    bid=$102.7
  [RAW TICK] 13:59:32  NVDA    bid=$885.87
  [RAW TICK] 13:59:32  NVDA    bid=$885.77
  [RAW TICK] 13:59:32  MSTR    bid=$104.04
  [RAW TICK] 13:59:32  AAPL    bid=$198.12
  [RAW TICK] 13:59:32  MSTR    bid=$104.26
  [RAW TICK] 13:59:32  MSTR    bid=$104.36
  [RAW TICK] 13:59:32  MSTR    bid=$104.15
  [RAW TICK] 13:59:32  AAPL    bid=$198.37
  [RAW TICK] 13:59:32  NVDA    bid=$885.93
  [RAW TICK] 13:59:32  COIN    bid=$107.16
  [RAW TICK] 13:59:32  AAPL    bid=$198.3
  [RAW TICK] 13:59:32  COIN    bid=$107.18
  [RAW TICK] 13:59:32  AAPL    bid=$198.09
  [RAW TICK] 13:59:32  NVDA    bid=$886.08
  [RAW TICK] 13:59:33  AAPL    bid=$199.3
  [RAW TICK] 13:59:33  TSLA    bid=$251.21
  [RAW TICK] 13:59:33  MSTR    bid=$104.26
