  Session log : spot_check_logs\log4.txt  (started 2026-06-01 14:16:51)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 14:18:23  MSTR    bid=$124.88
  [RAW TICK] 14:18:24  AAPL    bid=$208.96
  [RAW TICK] 14:18:24  COIN    bid=$108.11
  [RAW TICK] 14:18:24  COIN    bid=$108.3
  [RAW TICK] 14:18:24  MSTR    bid=$124.7
  [RAW TICK] 14:18:24  COIN    bid=$108.19
  [RAW TICK] 14:18:24  MSTR    bid=$124.89
  [RAW TICK] 14:18:24  TSLA    bid=$253.3
  [RAW TICK] 14:18:24  COIN    bid=$108.37
  [RAW TICK] 14:18:24  NVDA    bid=$874.97
  [RAW TICK] 14:18:24  MSTR    bid=$125.16
  [RAW TICK] 14:18:24  COIN    bid=$108.74
  [RAW TICK] 14:18:24  COIN    bid=$108.85
  [RAW TICK] 14:18:24  TSLA    bid=$253.11
  [RAW TICK] 14:18:24  AAPL    bid=$209.22
  [RAW TICK] 14:18:24  MSTR    bid=$125.0
  [RAW TICK] 14:18:24  COIN    bid=$108.76
  [RAW TICK] 14:18:24  AAPL    bid=$209.18
  [RAW TICK] 14:18:24  AAPL    bid=$209.09
  [RAW TICK] 14:18:24  AAPL    bid=$208.91
  [RAW TICK] 14:18:24  NVDA    bid=$875.08
  [RAW TICK] 14:18:24  MSTR    bid=$124.69
  [RAW TICK] 14:18:24  NVDA    bid=$874.8
  [RAW TICK] 14:18:24  COIN    bid=$108.73
  [RAW TICK] 14:18:24  COIN    bid=$108.63
  [RAW TICK] 14:18:25  MSTR    bid=$124.59
  [RAW TICK] 14:18:25  COIN    bid=$108.65
  [RAW TICK] 14:18:25  COIN    bid=$108.63
  [RAW TICK] 14:18:25  MSTR    bid=$124.77
  [RAW TICK] 14:18:25  NVDA    bid=$874.72
  [RAW TICK] 14:18:25  NVDA    bid=$874.51
  [RAW TICK] 14:18:25  TSLA    bid=$253.25
  [RAW TICK] 14:18:25  TSLA    bid=$253.59
  [RAW TICK] 14:18:25  AAPL    bid=$208.83
  [RAW TICK] 14:18:25  AAPL    bid=$208.87
  [RAW TICK] 14:18:25  TSLA    bid=$253.48
  [RAW TICK] 14:18:25  COIN    bid=$108.76
  [RAW TICK] 14:18:25  COIN    bid=$108.85
  [RAW TICK] 14:18:25  AAPL    bid=$208.82
  [RAW TICK] 14:18:25  AAPL    bid=$208.58
  [RAW TICK] 14:18:25  NVDA    bid=$874.33
  [RAW TICK] 14:18:25  TSLA    bid=$253.41
  [RAW TICK] 14:18:25  MSTR    bid=$124.76
  [RAW TICK] 14:18:25  MSTR    bid=$124.94
  [RAW TICK] 14:18:25  AAPL    bid=$208.05
  [RAW TICK] 14:18:25  NVDA    bid=$874.31
  [RAW TICK] 14:18:25  TSLA    bid=$253.47
  [RAW TICK] 14:18:25  TSLA    bid=$253.49
  [RAW TICK] 14:18:25  NVDA    bid=$874.48
  [RAW TICK] 14:18:26  TSLA    bid=$253.3
  [RAW TICK] 14:18:26  COIN    bid=$109.04
  [RAW TICK] 14:18:26  AAPL    bid=$207.89
  [RAW TICK] 14:18:26  MSTR    bid=$124.8
  [RAW TICK] 14:18:26  AAPL    bid=$207.82
  [RAW TICK] 14:18:26  MSTR    bid=$124.45
  [RAW TICK] 14:18:26  COIN    bid=$109.12
  [RAW TICK] 14:18:26  MSTR    bid=$124.69
  [RAW TICK] 14:18:26  NVDA    bid=$874.18
  [RAW TICK] 14:18:26  TSLA    bid=$253.5
  [RAW TICK] 14:18:26  AAPL    bid=$207.97
  [RAW TICK] 14:18:26  AAPL    bid=$207.87
  [RAW TICK] 14:18:26  COIN    bid=$109.24
  [RAW TICK] 14:18:26  MSTR    bid=$124.57
  [RAW TICK] 14:18:26  TSLA    bid=$253.35
  [RAW TICK] 14:18:26  NVDA    bid=$873.93
  [RAW TICK] 14:18:26  MSTR    bid=$124.47
  [RAW TICK] 14:18:26  AAPL    bid=$208.05
  [RAW TICK] 14:18:26  COIN    bid=$109.37
  [RAW TICK] 14:18:26  TSLA    bid=$253.37
  [RAW TICK] 14:18:26  TSLA    bid=$253.72
  [RAW TICK] 14:18:26  MSTR    bid=$124.58
  [RAW TICK] 14:18:26  COIN    bid=$109.56

  [TAKE PROFIT] COIN  cost=$106.2800  now=$109.5600  gain=+3.09%  selling 158.87505 shares
[PAPER FILL] 2026-06-01 14:18:26.930983 | SELL 158.87505 COIN @ $109.56  |  Cash: $140,961.55
  [RAW TICK] 14:18:26  NVDA    bid=$873.86
  [RAW TICK] 14:18:27  TSLA    bid=$253.74
  [RAW TICK] 14:18:27  NVDA    bid=$874.04
  [RAW TICK] 14:18:27  TSLA    bid=$253.76
  [RAW TICK] 14:18:27  AAPL    bid=$208.24
  [RAW TICK] 14:18:27  MSTR    bid=$124.55
  [RAW TICK] 14:18:27  TSLA    bid=$253.77
  [RAW TICK] 14:18:27  COIN    bid=$109.78
  [RAW TICK] 14:18:27  COIN    bid=$109.88
  [RAW TICK] 14:18:27  COIN    bid=$109.93
  [RAW TICK] 14:18:27  NVDA    bid=$874.18
  [RAW TICK] 14:18:27  COIN    bid=$110.03
  [RAW TICK] 14:18:27  AAPL    bid=$208.1
  [RAW TICK] 14:18:27  NVDA    bid=$874.12
  [RAW TICK] 14:18:27  MSTR    bid=$124.54
  [RAW TICK] 14:18:27  COIN    bid=$109.98
  [RAW TICK] 14:18:27  MSTR    bid=$124.73
  [RAW TICK] 14:18:27  NVDA    bid=$874.17
  [RAW TICK] 14:18:27  MSTR    bid=$124.52
  [RAW TICK] 14:18:27  MSTR    bid=$124.76
  [RAW TICK] 14:18:27  MSTR    bid=$124.67
  [RAW TICK] 14:18:27  MSTR    bid=$124.72
  [RAW TICK] 14:18:27  TSLA    bid=$253.61
  [RAW TICK] 14:18:27  NVDA    bid=$874.13
  [RAW TICK] 14:18:27  TSLA    bid=$253.69
  [RAW TICK] 14:18:28  MSTR    bid=$124.6
  [RAW TICK] 14:18:28  TSLA    bid=$253.76
  [RAW TICK] 14:18:28  MSTR    bid=$124.45
  [RAW TICK] 14:18:28  TSLA    bid=$253.95
  [RAW TICK] 14:18:28  MSTR    bid=$124.63
  [RAW TICK] 14:18:28  NVDA    bid=$874.29
  [RAW TICK] 14:18:28  AAPL    bid=$207.82
  [RAW TICK] 14:18:28  AAPL    bid=$207.88
  [RAW TICK] 14:18:28  NVDA    bid=$874.36
  [RAW TICK] 14:18:28  COIN    bid=$109.98
  [RAW TICK] 14:18:28  TSLA    bid=$253.91
  [RAW TICK] 14:18:28  COIN    bid=$110.09
  [RAW TICK] 14:18:28  MSTR    bid=$124.77
  [RAW TICK] 14:18:28  MSTR    bid=$124.79
  [RAW TICK] 14:18:28  NVDA    bid=$874.13
  [RAW TICK] 14:18:28  TSLA    bid=$253.99
  [RAW TICK] 14:18:28  TSLA    bid=$253.85
  [RAW TICK] 14:18:28  TSLA    bid=$253.82
  [RAW TICK] 14:18:28  NVDA    bid=$874.31
  [RAW TICK] 14:18:28  COIN    bid=$110.0
  [RAW TICK] 14:18:28  AAPL    bid=$207.97
  [RAW TICK] 14:18:28  NVDA    bid=$874.51
  [RAW TICK] 14:18:28  NVDA    bid=$874.6
  [RAW TICK] 14:18:28  AAPL    bid=$207.88
  [RAW TICK] 14:18:29  TSLA    bid=$253.77
  [RAW TICK] 14:18:29  COIN    bid=$110.16
  [RAW TICK] 14:18:29  NVDA    bid=$874.67
  [RAW TICK] 14:18:29  NVDA    bid=$874.84
  [RAW TICK] 14:18:29  COIN    bid=$110.32
  [RAW TICK] 14:18:29  TSLA    bid=$253.62
  [RAW TICK] 14:18:29  NVDA    bid=$874.84
  [RAW TICK] 14:18:29  COIN    bid=$110.33
  [RAW TICK] 14:18:29  NVDA    bid=$874.81
  [RAW TICK] 14:18:29  COIN    bid=$110.27
  [RAW TICK] 14:18:29  AAPL    bid=$207.95
  [RAW TICK] 14:18:29  COIN    bid=$110.02
  [RAW TICK] 14:18:29  NVDA    bid=$874.62
  [RAW TICK] 14:18:29  NVDA    bid=$874.81
  [RAW TICK] 14:18:29  COIN    bid=$109.92
  [RAW TICK] 14:18:29  TSLA    bid=$253.69
  [RAW TICK] 14:18:29  MSTR    bid=$124.62
  [RAW TICK] 14:18:29  NVDA    bid=$875.11
  [RAW TICK] 14:18:29  AAPL    bid=$208.04
  [RAW TICK] 14:18:29  COIN    bid=$109.65
  [RAW TICK] 14:18:29  NVDA    bid=$875.09
  [RAW TICK] 14:18:29  NVDA    bid=$874.89
  [RAW TICK] 14:18:29  NVDA    bid=$876.2
  [RAW TICK] 14:18:29  MSTR    bid=$124.7
  [RAW TICK] 14:18:30  MSTR    bid=$125.67
  [RAW TICK] 14:18:30  COIN    bid=$109.77
  [RAW TICK] 14:18:30  COIN    bid=$109.43
  [RAW TICK] 14:18:30  AAPL    bid=$208.02
  [RAW TICK] 14:18:30  NVDA    bid=$876.07
  [RAW TICK] 14:18:30  MSTR    bid=$125.8
  [RAW TICK] 14:18:30  COIN    bid=$109.19
  [RAW TICK] 14:18:30  TSLA    bid=$253.78
  [RAW TICK] 14:18:30  AAPL    bid=$208.18
  [RAW TICK] 14:18:30  NVDA    bid=$876.08
  [RAW TICK] 14:18:30  COIN    bid=$109.42
  [RAW TICK] 14:18:30  AAPL    bid=$208.3
  [RAW TICK] 14:18:30  COIN    bid=$109.29
  [RAW TICK] 14:18:30  MSTR    bid=$125.88
  [RAW TICK] 14:18:30  COIN    bid=$109.12
  [RAW TICK] 14:18:30  COIN    bid=$108.99
  [RAW TICK] 14:18:30  TSLA    bid=$253.26
  [RAW TICK] 14:18:30  TSLA    bid=$253.34
  [RAW TICK] 14:18:30  MSTR    bid=$125.67
  [RAW TICK] 14:18:30  TSLA    bid=$253.54
  [RAW TICK] 14:18:30  AAPL    bid=$208.2
  [RAW TICK] 14:18:30  TSLA    bid=$253.86
  [RAW TICK] 14:18:30  AAPL    bid=$208.26
  [RAW TICK] 14:18:30  TSLA    bid=$253.92
  [RAW TICK] 14:18:31  NVDA    bid=$876.04
  [RAW TICK] 14:18:31  TSLA    bid=$253.99
  [RAW TICK] 14:18:31  AAPL    bid=$208.24
  [RAW TICK] 14:18:31  TSLA    bid=$253.93
  [RAW TICK] 14:18:31  AAPL    bid=$208.26
  [RAW TICK] 14:18:31  NVDA    bid=$876.18
  [RAW TICK] 14:18:31  MSTR    bid=$125.71
  [RAW TICK] 14:18:31  MSTR    bid=$125.47
  [RAW TICK] 14:18:31  TSLA    bid=$254.04
  [RAW TICK] 14:18:31  MSTR    bid=$125.62
  [RAW TICK] 14:18:31  NVDA    bid=$876.2
  [RAW TICK] 14:18:31  TSLA    bid=$253.98
  [RAW TICK] 14:18:31  COIN    bid=$109.14
  [RAW TICK] 14:18:31  AAPL    bid=$208.19
  [RAW TICK] 14:18:31  COIN    bid=$109.21
  [RAW TICK] 14:18:31  AAPL    bid=$208.29
  [RAW TICK] 14:18:31  TSLA    bid=$254.07
  [RAW TICK] 14:18:31  NVDA    bid=$875.99
  [RAW TICK] 14:18:31  NVDA    bid=$876.07
  [RAW TICK] 14:18:31  COIN    bid=$109.35
  [RAW TICK] 14:18:31  COIN    bid=$110.43
  [RAW TICK] 14:18:31  COIN    bid=$110.4
  [RAW TICK] 14:18:31  TSLA    bid=$254.13
  [RAW TICK] 14:18:31  AAPL    bid=$208.34
  [RAW TICK] 14:18:32  COIN    bid=$110.42
  [RAW TICK] 14:18:32  TSLA    bid=$253.87
  [RAW TICK] 14:18:32  TSLA    bid=$253.73
  [RAW TICK] 14:18:32  MSTR    bid=$125.45
  [RAW TICK] 14:18:32  TSLA    bid=$253.93
  [RAW TICK] 14:18:32  COIN    bid=$110.45
  [RAW TICK] 14:18:32  NVDA    bid=$876.02
  [RAW TICK] 14:18:32  AAPL    bid=$208.32
  [RAW TICK] 14:18:32  MSTR    bid=$125.17
  [RAW TICK] 14:18:32  MSTR    bid=$125.14
  [RAW TICK] 14:18:32  MSTR    bid=$124.99
  [RAW TICK] 14:18:32  NVDA    bid=$875.99
  [RAW TICK] 14:18:32  AAPL    bid=$208.29
  [RAW TICK] 14:18:32  NVDA    bid=$876.04
  [RAW TICK] 14:18:32  MSTR    bid=$125.09
  [RAW TICK] 14:18:32  MSTR    bid=$125.04
  [RAW TICK] 14:18:32  NVDA    bid=$876.0
  [RAW TICK] 14:18:32  MSTR    bid=$124.83
  [RAW TICK] 14:18:32  NVDA    bid=$876.24
  [RAW TICK] 14:18:32  MSTR    bid=$124.84
  [RAW TICK] 14:18:32  MSTR    bid=$124.99
  [RAW TICK] 14:18:32  NVDA    bid=$876.13
  [RAW TICK] 14:18:32  MSTR    bid=$124.99
  [RAW TICK] 14:18:32  NVDA    bid=$876.5
  [RAW TICK] 14:18:33  AAPL    bid=$208.16
  [RAW TICK] 14:18:33  COIN    bid=$110.62
  [RAW TICK] 14:18:33  MSTR    bid=$124.99
  [RAW TICK] 14:18:33  TSLA    bid=$253.98
  [RAW TICK] 14:18:33  COIN    bid=$110.67
  [RAW TICK] 14:18:33  TSLA    bid=$254.04
  [RAW TICK] 14:18:33  MSTR    bid=$125.01
  [RAW TICK] 14:18:33  TSLA    bid=$253.98
  [RAW TICK] 14:18:33  NVDA    bid=$876.48
  [RAW TICK] 14:18:33  TSLA    bid=$253.91
  [RAW TICK] 14:18:33  NVDA    bid=$876.44
  [RAW TICK] 14:18:33  NVDA    bid=$876.88
  [RAW TICK] 14:18:33  AAPL    bid=$208.39
  [RAW TICK] 14:18:33  NVDA    bid=$876.55
  [RAW TICK] 14:18:33  COIN    bid=$110.65
  [RAW TICK] 14:18:33  NVDA    bid=$876.41
  [RAW TICK] 14:18:33  COIN    bid=$110.78
  [RAW TICK] 14:18:33  MSTR    bid=$125.13
  [RAW TICK] 14:18:33  AAPL    bid=$208.54
  [RAW TICK] 14:18:33  TSLA    bid=$254.09
  [RAW TICK] 14:18:33  COIN    bid=$110.64
  [RAW TICK] 14:18:33  TSLA    bid=$254.07
  [RAW TICK] 14:18:33  MSTR    bid=$124.95
  [RAW TICK] 14:18:33  NVDA    bid=$876.52
  [RAW TICK] 14:18:34  COIN    bid=$110.79
  [RAW TICK] 14:18:34  TSLA    bid=$254.19
  [RAW TICK] 14:18:34  TSLA    bid=$254.26
  [RAW TICK] 14:18:34  MSTR    bid=$124.9
  [RAW TICK] 14:18:34  AAPL    bid=$208.41
  [RAW TICK] 14:18:34  COIN    bid=$110.78
  [RAW TICK] 14:18:34  NVDA    bid=$876.38
  [RAW TICK] 14:18:34  COIN    bid=$110.67
  [RAW TICK] 14:18:34  NVDA    bid=$876.41
  [RAW TICK] 14:18:34  MSTR    bid=$125.9
  [RAW TICK] 14:18:34  NVDA    bid=$876.72
  [RAW TICK] 14:18:34  NVDA    bid=$876.79
  [RAW TICK] 14:18:34  AAPL    bid=$208.33
  [RAW TICK] 14:18:34  COIN    bid=$110.52
  [RAW TICK] 14:18:34  NVDA    bid=$876.71
  [RAW TICK] 14:18:34  NVDA    bid=$876.9
  [RAW TICK] 14:18:34  NVDA    bid=$876.82
  [RAW TICK] 14:18:34  MSTR    bid=$125.91
  [RAW TICK] 14:18:34  AAPL    bid=$208.4
  [RAW TICK] 14:18:34  TSLA    bid=$254.01
  [RAW TICK] 14:18:34  TSLA    bid=$254.0
  [RAW TICK] 14:18:34  MSTR    bid=$125.97
  [RAW TICK] 14:18:34  COIN    bid=$111.9
  [RAW TICK] 14:18:34  NVDA    bid=$876.82
  [RAW TICK] 14:18:35  COIN    bid=$111.94
  [RAW TICK] 14:18:35  AAPL    bid=$208.2
  [RAW TICK] 14:18:35  AAPL    bid=$208.15
  [RAW TICK] 14:18:35  AAPL    bid=$208.26
  [RAW TICK] 14:18:35  NVDA    bid=$876.71
  [RAW TICK] 14:18:35  NVDA    bid=$876.75
  [RAW TICK] 14:18:35  NVDA    bid=$876.77
  [RAW TICK] 14:18:35  AAPL    bid=$208.36
  [RAW TICK] 14:18:35  MSTR    bid=$125.91
  [RAW TICK] 14:18:35  AAPL    bid=$208.42
  [RAW TICK] 14:18:35  COIN    bid=$111.83
  [RAW TICK] 14:18:35  MSTR    bid=$126.01
  [RAW TICK] 14:18:35  MSTR    bid=$126.14
  [RAW TICK] 14:18:35  COIN    bid=$111.89
  [RAW TICK] 14:18:35  NVDA    bid=$876.93
  [RAW TICK] 14:18:35  AAPL    bid=$208.29
  [RAW TICK] 14:18:35  NVDA    bid=$876.95
  [RAW TICK] 14:18:35  NVDA    bid=$876.83
  [RAW TICK] 14:18:35  NVDA    bid=$876.88
  [RAW TICK] 14:18:35  AAPL    bid=$208.2
  [RAW TICK] 14:18:35  NVDA    bid=$876.92
  [RAW TICK] 14:18:35  MSTR    bid=$126.13
  [RAW TICK] 14:18:35  TSLA    bid=$254.25
  [RAW TICK] 14:18:35  TSLA    bid=$254.3
  [RAW TICK] 14:18:36  AAPL    bid=$208.07
  [RAW TICK] 14:18:36  COIN    bid=$111.93
  [RAW TICK] 14:18:36  AAPL    bid=$207.95
  [RAW TICK] 14:18:36  TSLA    bid=$254.06
  [RAW TICK] 14:18:36  COIN    bid=$111.95
  [RAW TICK] 14:18:36  AAPL    bid=$207.77
  [RAW TICK] 14:18:36  COIN    bid=$111.91
  [RAW TICK] 14:18:36  AAPL    bid=$207.89
  [RAW TICK] 14:18:36  AAPL    bid=$208.02
  [RAW TICK] 14:18:36  MSTR    bid=$127.11
  [RAW TICK] 14:18:36  AAPL    bid=$207.88
  [RAW TICK] 14:18:36  COIN    bid=$111.88
  [RAW TICK] 14:18:36  TSLA    bid=$254.48
  [RAW TICK] 14:18:36  NVDA    bid=$876.85
  [RAW TICK] 14:18:36  MSTR    bid=$127.28
  [RAW TICK] 14:18:36  MSTR    bid=$127.25
  [RAW TICK] 14:18:36  COIN    bid=$111.87
  [RAW TICK] 14:18:36  MSTR    bid=$127.33
  [RAW TICK] 14:18:36  NVDA    bid=$877.08
  [RAW TICK] 14:18:36  COIN    bid=$111.88
  [RAW TICK] 14:18:36  MSTR    bid=$127.52
  [RAW TICK] 14:18:36  MSTR    bid=$127.44
  [RAW TICK] 14:18:36  TSLA    bid=$254.55
  [RAW TICK] 14:18:37  AAPL    bid=$207.95
  [RAW TICK] 14:18:37  TSLA    bid=$254.52
  [RAW TICK] 14:18:37  NVDA    bid=$877.19
  [RAW TICK] 14:18:37  AAPL    bid=$207.89
  [RAW TICK] 14:18:37  COIN    bid=$111.69
  [RAW TICK] 14:18:37  NVDA    bid=$877.18
  [RAW TICK] 14:18:37  AAPL    bid=$208.04
  [RAW TICK] 14:18:37  MSTR    bid=$127.31
  [RAW TICK] 14:18:37  AAPL    bid=$207.8
  [RAW TICK] 14:18:37  TSLA    bid=$255.91

  [THRESHOLD TRIP] TSLA  bid=$255.91  band=$254.95  (mean=254.10, sigma=0.4253, breach=4.26σ)
  [AUTO BUY] Gemini disabled — buying on sigma breach.
  [PAPER RISK CHECK]  balance=$140,961.55  budget(10%)=$14,096.16  → 55.08247 shares of TSLA  (~$14,096.15)
[PAPER FILL] 2026-06-01 14:18:37.405934 | BUY 55.08247 TSLA @ $255.91  |  Cash: $126,865.40
  [RAW TICK] 14:18:37  MSTR    bid=$127.08
  [RAW TICK] 14:18:37  MSTR    bid=$126.99
  [RAW TICK] 14:18:37  MSTR    bid=$127.07
  [RAW TICK] 14:18:37  AAPL    bid=$207.85
  [RAW TICK] 14:18:37  AAPL    bid=$207.65
  [RAW TICK] 14:18:37  COIN    bid=$111.69
  [RAW TICK] 14:18:37  AAPL    bid=$208.05
  [RAW TICK] 14:18:37  AAPL    bid=$208.06
  [RAW TICK] 14:18:37  NVDA    bid=$877.22
  [RAW TICK] 14:18:37  MSTR    bid=$126.82
  [RAW TICK] 14:18:37  AAPL    bid=$208.15
  [RAW TICK] 14:18:37  MSTR    bid=$127.0
  [RAW TICK] 14:18:37  AAPL    bid=$208.21
  [RAW TICK] 14:18:37  AAPL    bid=$208.61
  [RAW TICK] 14:18:38  COIN    bid=$111.85
  [RAW TICK] 14:18:38  MSTR    bid=$126.85
  [RAW TICK] 14:18:38  TSLA    bid=$256.22
  [RAW TICK] 14:18:38  TSLA    bid=$256.21
  [RAW TICK] 14:18:38  TSLA    bid=$256.03
  [RAW TICK] 14:18:38  AAPL    bid=$208.76
  [RAW TICK] 14:18:38  NVDA    bid=$877.12
  [RAW TICK] 14:18:38  NVDA    bid=$876.92
  [RAW TICK] 14:18:38  AAPL    bid=$208.97
  [RAW TICK] 14:18:38  TSLA    bid=$255.84
  [RAW TICK] 14:18:38  MSTR    bid=$126.73
  [RAW TICK] 14:18:38  TSLA    bid=$255.84
  [RAW TICK] 14:18:38  MSTR    bid=$126.85
  [RAW TICK] 14:18:38  TSLA    bid=$255.67
  [RAW TICK] 14:18:38  TSLA    bid=$255.75
  [RAW TICK] 14:18:38  AAPL    bid=$208.99
  [RAW TICK] 14:18:38  COIN    bid=$111.99
  [RAW TICK] 14:18:38  AAPL    bid=$208.99
  [RAW TICK] 14:18:38  NVDA    bid=$876.83
  [RAW TICK] 14:18:38  AAPL    bid=$209.08
  [RAW TICK] 14:18:38  COIN    bid=$112.17
  [RAW TICK] 14:18:38  TSLA    bid=$255.91
  [RAW TICK] 14:18:38  NVDA    bid=$877.03
  [RAW TICK] 14:18:38  COIN    bid=$112.2
  [RAW TICK] 14:18:39  COIN    bid=$112.14
  [RAW TICK] 14:18:39  NVDA    bid=$876.9
  [RAW TICK] 14:18:39  AAPL    bid=$209.08
  [RAW TICK] 14:18:39  MSTR    bid=$126.9
  [RAW TICK] 14:18:39  MSTR    bid=$126.84
  [RAW TICK] 14:18:39  MSTR    bid=$127.1
  [RAW TICK] 14:18:39  NVDA    bid=$876.9
  [RAW TICK] 14:18:39  MSTR    bid=$127.15
  [RAW TICK] 14:18:39  AAPL    bid=$209.0
  [RAW TICK] 14:18:39  MSTR    bid=$127.26
  [RAW TICK] 14:18:39  MSTR    bid=$127.28
  [RAW TICK] 14:18:39  NVDA    bid=$876.83
  [RAW TICK] 14:18:39  COIN    bid=$112.14
  [RAW TICK] 14:18:39  TSLA    bid=$255.74
  [RAW TICK] 14:18:39  AAPL    bid=$209.03
  [RAW TICK] 14:18:39  COIN    bid=$112.09
  [RAW TICK] 14:18:39  NVDA    bid=$877.14
  [RAW TICK] 14:18:39  MSTR    bid=$127.42
  [RAW TICK] 14:18:39  MSTR    bid=$127.32
  [RAW TICK] 14:18:39  TSLA    bid=$255.95
  [RAW TICK] 14:18:39  MSTR    bid=$127.34
  [RAW TICK] 14:18:39  AAPL    bid=$208.85
  [RAW TICK] 14:18:39  AAPL    bid=$208.88
  [RAW TICK] 14:18:39  COIN    bid=$112.05
  [RAW TICK] 14:18:40  AAPL    bid=$208.72
  [RAW TICK] 14:18:40  AAPL    bid=$208.73
  [RAW TICK] 14:18:40  NVDA    bid=$877.21
  [RAW TICK] 14:18:40  NVDA    bid=$877.13
  [RAW TICK] 14:18:40  NVDA    bid=$876.8
  [RAW TICK] 14:18:40  COIN    bid=$111.96
  [RAW TICK] 14:18:40  MSTR    bid=$127.41
  [RAW TICK] 14:18:40  NVDA    bid=$876.68
  [RAW TICK] 14:18:40  NVDA    bid=$876.55
  [RAW TICK] 14:18:40  AAPL    bid=$208.64
  [RAW TICK] 14:18:40  TSLA    bid=$255.91
  [RAW TICK] 14:18:40  MSTR    bid=$127.59
  [RAW TICK] 14:18:40  MSTR    bid=$127.45
  [RAW TICK] 14:18:40  TSLA    bid=$256.13
  [RAW TICK] 14:18:40  MSTR    bid=$127.45
  [RAW TICK] 14:18:40  AAPL    bid=$208.92
  [RAW TICK] 14:18:40  NVDA    bid=$876.25
  [RAW TICK] 14:18:40  MSTR    bid=$127.45
  [RAW TICK] 14:18:40  MSTR    bid=$127.8
  [RAW TICK] 14:18:40  COIN    bid=$111.87
  [RAW TICK] 14:18:40  NVDA    bid=$876.24
  [RAW TICK] 14:18:40  MSTR    bid=$127.94
  [RAW TICK] 14:18:40  TSLA    bid=$255.76
  [RAW TICK] 14:18:40  AAPL    bid=$209.0
  [RAW TICK] 14:18:41  AAPL    bid=$209.06
  [RAW TICK] 14:18:41  NVDA    bid=$876.14
  [RAW TICK] 14:18:41  AAPL    bid=$209.14
  [RAW TICK] 14:18:41  COIN    bid=$111.88
  [RAW TICK] 14:18:41  NVDA    bid=$876.09
  [RAW TICK] 14:18:41  TSLA    bid=$255.77
  [RAW TICK] 14:18:41  NVDA    bid=$876.05
  [RAW TICK] 14:18:41  AAPL    bid=$209.26
  [RAW TICK] 14:18:41  TSLA    bid=$255.89
  [RAW TICK] 14:18:41  COIN    bid=$111.58
  [RAW TICK] 14:18:41  MSTR    bid=$127.99
  [RAW TICK] 14:18:41  AAPL    bid=$209.05
  [RAW TICK] 14:18:41  MSTR    bid=$128.1
  [RAW TICK] 14:18:41  NVDA    bid=$875.92
  [RAW TICK] 14:18:41  MSTR    bid=$127.85
  [RAW TICK] 14:18:41  TSLA    bid=$255.72
  [RAW TICK] 14:18:41  COIN    bid=$111.42
  [RAW TICK] 14:18:41  NVDA    bid=$876.03
  [RAW TICK] 14:18:41  TSLA    bid=$255.55
  [RAW TICK] 14:18:41  TSLA    bid=$255.66
  [RAW TICK] 14:18:41  MSTR    bid=$128.91
  [RAW TICK] 14:18:41  AAPL    bid=$208.82
  [RAW TICK] 14:18:41  AAPL    bid=$208.83
  [RAW TICK] 14:18:41  NVDA    bid=$876.04
  [RAW TICK] 14:18:42  MSTR    bid=$128.93
  [RAW TICK] 14:18:42  MSTR    bid=$128.91
  [RAW TICK] 14:18:42  TSLA    bid=$255.83
  [RAW TICK] 14:18:42  COIN    bid=$111.75
  [RAW TICK] 14:18:42  NVDA    bid=$875.99
  [RAW TICK] 14:18:42  MSTR    bid=$128.69
  [RAW TICK] 14:18:42  AAPL    bid=$208.79
  [RAW TICK] 14:18:42  AAPL    bid=$208.53
  [RAW TICK] 14:18:42  COIN    bid=$111.92
  [RAW TICK] 14:18:42  MSTR    bid=$128.73
  [RAW TICK] 14:18:42  MSTR    bid=$128.84
  [RAW TICK] 14:18:42  NVDA    bid=$875.88
  [RAW TICK] 14:18:42  COIN    bid=$111.91
  [RAW TICK] 14:18:42  TSLA    bid=$255.54
  [RAW TICK] 14:18:42  AAPL    bid=$208.55
  [RAW TICK] 14:18:42  TSLA    bid=$255.88
  [RAW TICK] 14:18:42  NVDA    bid=$875.95
  [RAW TICK] 14:18:42  MSTR    bid=$128.87
  [RAW TICK] 14:18:42  COIN    bid=$111.88
  [RAW TICK] 14:18:42  AAPL    bid=$208.51
  [RAW TICK] 14:18:42  AAPL    bid=$208.64
  [RAW TICK] 14:18:42  AAPL    bid=$208.77
  [RAW TICK] 14:18:42  TSLA    bid=$256.12
  [RAW TICK] 14:18:42  TSLA    bid=$256.19
  [RAW TICK] 14:18:43  TSLA    bid=$255.96
  [RAW TICK] 14:18:43  AAPL    bid=$208.94
  [RAW TICK] 14:18:43  TSLA    bid=$256.22
  [RAW TICK] 14:18:43  AAPL    bid=$209.1
  [RAW TICK] 14:18:43  AAPL    bid=$209.13
  [RAW TICK] 14:18:43  COIN    bid=$112.01
  [RAW TICK] 14:18:43  COIN    bid=$112.13
  [RAW TICK] 14:18:43  NVDA    bid=$876.05
  [RAW TICK] 14:18:43  NVDA    bid=$877.21
  [RAW TICK] 14:18:43  AAPL    bid=$209.14
  [RAW TICK] 14:18:43  COIN    bid=$112.01
  [RAW TICK] 14:18:43  TSLA    bid=$256.33
  [RAW TICK] 14:18:43  MSTR    bid=$128.88
